,product_name,price,varietal,rating,rating_count,appellation,region,year
20177,Aldo Conterno Cicala Barolo,150,Nebbiolo,0.0,0.0,['Napa Valley'], California,2010
20178,Jaffurs Syrah Bien Nacido Vineyard,46,Syrah/Shiraz,0.0,0.0,['Rioja'], Spain,2008
20179,Renato Corino Barolo Vigneto Rocche,74,Nebbiolo,0.0,0.0,[' Napa Valley'], California,2004
20180,TOR Black Magic Cabernet Sauvignon,359,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2016
20181,Bodegas Ramon Bilbao Reserva,26,Tempranillo,4.4,8.0,['Napa Valley'], California,2014
20182,Futo,389,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2013
20183,Keenan Mernet Reserve ,179,Bordeaux Red Blends,0.0,0.0,['Lombardy'], Italy,2012
20184,Lokoya Spring Mountain Cabernet Sauvignon,229,Cabernet Sauvignon,0.0,0.0,[' Sonoma County'], California,2005
20185,Arkenstone Estate Red,174,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2015
20186,Ca' del Bosco Annamaria Clementi Riserva,90,Vintage Sparkling Wine,0.0,0.0,['Piedmont'], Italy,2006
20187,Peter Michael Cuvee Indigene Chardonnay,175,Chardonnay,0.0,0.0,[' Napa Valley'], California,2002
20189,Gaja Costa Russi,271,Nebbiolo,0.0,0.0,[' Rhone'], France,1996
20191,Trapiche Malbec Vina Francisco Olive,48,Malbec,0.0,0.0,[' Burgundy'], France,2005
20192,M. Chapoutier Saint-Joseph Les Granits Rouge,86,Syrah/Shiraz,0.0,0.0,[' Bordeaux'], France,2014
20193,Bodegas y Vinedos Maurodos Toro San Roman,49,Other Red Blends,0.0,0.0,['Tuscany'], Italy,2004
20194,Bouchard Pere & Fils Le Corton Grand Cru,119,Pinot Noir,0.0,0.0,[' Rhone'], France,2011
20195,Chateau Latour ,560,Bordeaux Red Blends,0.0,0.0,[' Rhone'], France,1995
20196,Castello di Ama L'Apparita,218,Merlot,0.0,0.0,[' Napa Valley'], California,2009
20197,Guigal Ermitage Ex Voto Blanc,199,Rhone White Blends,0.0,0.0,[' Burgundy'], France,2003
20198,Domaine de Cristia Chateauneuf-du-Pape Vieilles Vignes,119,Rhone Red Blends,4.4,7.0,['Central Coast'], California,2016
20199,Stags' Leap Winery Audentia Cabernet Sauvignon,200,Cabernet Sauvignon,4.7,5.0,[' Sonoma County'], California,2012
20200,Louis Latour Chambertin Cuvee Heritiers Grand Cru,299,Pinot Noir,0.0,0.0,[' Central Coast'], California,2010
20201,Trenza Tinto,33,Other Red Blends,3.3,6.0,[' South Australia'], Australia,2007
20202,Cherry Pie Rodgers Creek Pinot Noir,53,Pinot Noir,0.0,0.0,['Sonoma County'], California,2016
20203,DAOU Vineyards Estate Mayote,109,Other Red Blends,0.0,0.0,[' Burgundy'], France,2013
20204,Kilikanoon Shiraz R Reserve,99,Syrah/Shiraz,0.0,0.0,[' Napa Valley'], California,2005
20205,Ravenswood Old Hill Ranch Zinfandel,60,Zinfandel,0.0,0.0,[' South Australia'], Australia,2010
20206,William Fevre Chablis Montmains Premier Cru,65,Chardonnay,4.4,8.0,['Champagne'], France,2017
20207,Chimney Rock Stags Leap District Cabernet Sauvignon,88,Cabernet Sauvignon,4.6,16.0,['Napa Valley'], California,2013
20208,Torbreck Descendant Shiraz,125,Syrah/Shiraz,0.0,0.0,['Sonoma County'], California,2007
20209,Bollinger R.D. Extra Brut,858,Vintage Sparkling Wine,0.0,0.0,[' Burgundy'], France,1981
20210,Beringer Private Reserve Cabernet Sauvignon,140,Cabernet Sauvignon,4.5,7.0,[' Columbia Valley'], Washington,2010
20211,Ravenswood Big River Zinfandel,31,Zinfandel,3.2,6.0,[' Napa Valley'], California,2005
20213,Latta Upland Vineyard Grenache,39,Grenache,4.5,9.0,[' Burgundy'], France,2012
20214,Turley Mead Ranch Zinfandel,64,Zinfandel,0.0,0.0,[' Bordeaux'], France,2009
20215,Giaconda Estate Chardonnay,95,Chardonnay,0.0,0.0,['Burgundy'], France,2005
20216,Albert Bichot Vosne-Romanee Premier Cru Malconsorts,195,Pinot Noir,0.0,0.0,[' Bordeaux'], France,2014
20217,Chateau Certan de May,104,Bordeaux Red Blends,0.0,0.0,[' Burgundy'], France,2014
20218,Louis Jadot Bonnes-Mares Grand Cru,102,Pinot Noir,0.0,0.0,[' Bordeaux'], France,1999
20219,Chateau Leoville Barton ,549,Bordeaux Red Blends,0.0,0.0,['Alsace'], France,2009
20220,Domaine de Montille Pommard Les Rugiens-Bas Premier Cru,184,Pinot Noir,0.0,0.0,[' Mendocino'], California,2016
20221,Chateau Saint-Pierre,64,Bordeaux Red Blends,0.0,0.0,[' Burgundy'], France,2015
20222,Domaines Schlumberger Cuvee Anne Gewurztraminer ,65,Gewurztraminer,0.0,0.0,[' Bordeaux'], France,1997
20223,Drew Mid-Elevation Pinot Noir,28,Pinot Noir,3.8,21.0,['Napa Valley'], California,2018
20224,Domaine Georges & Christophe Roumier Morey-Saint-Denis Clos de la Bussiere Premier Cru,199,Pinot Noir,0.0,0.0,['Napa Valley'], California,2015
20225,Chateau Grand Mayne,49,Bordeaux Red Blends,4.1,10.0,['Napa Valley'], California,2016
20226,Signorello Padrone Cabernet Sauvignon,168,Cabernet Sauvignon,0.0,0.0,['Virginia'], Other U.S.,2016
20227,Alpha Omega Era,175,Cabernet Sauvignon,0.0,0.0,[' Willamette Valley'], Oregon,2008
20228,Switchback Ridge Peterson Family Vineyard Cabernet Sauvignon,179,Cabernet Sauvignon,0.0,0.0,['Central Coast'], California,2001
20229,Barboursville Octagon,53,Bordeaux Red Blends,0.0,0.0,[' Burgundy'], France,2014
20230,Cristom Jessie Vineyard Pinot Noir,49,Pinot Noir,0.0,0.0,[' Bordeaux'], France,2011
20231,Longoria Cuvee Diana Chardonnay,33,Chardonnay,0.0,0.0,['Burgundy'], France,2008
20232,Domaine Michel Niellon Chassagne-Montrachet Premier Cru Clos de la Maltroie,99,Chardonnay,0.0,0.0,[' Piedmont'], Italy,2014
20233,Chateau Latour,449,Bordeaux Red Blends,0.0,0.0,['Burgundy'], France,1983
20234,Domaine Leroy Clos Vougeot Grand Cru,895,Pinot Noir,0.0,0.0,['Napa Valley'], California,2003
20235,Bruno Giacosa Barbaresco Rabaja Riserva,749,Nebbiolo,0.0,0.0,['Burgundy'], France,2001
20236,Louis Jadot Gevrey-Chambertin Estournelles Saint-Jacques Premier Cru,119,Pinot Noir,0.0,0.0,['Mosel'], Germany,2012
20237,Corra Winery Cabernet Sauvignon,149,Cabernet Sauvignon,0.0,0.0,[' Central Coast'], California,2017
20238,Maison Roche de Bellene Corton Grand Cru,99,Pinot Noir,0.0,0.0,[' Piedmont'], Italy,2015
20239,Dr. Loosen Wehlener Sonnenuhr Auslese ,32,Riesling,0.0,0.0,[' Willamette Valley'], Oregon,2017
20240,Justin Isosceles Reserve,129,Bordeaux Red Blends,0.0,0.0,[' Piedmont'], Italy,2007
20241,Renato Ratti Marcenasco Barolo,49,Nebbiolo,4.3,13.0,['Napa Valley'], California,2013
20242,St. Innocent Shea Vineyard Pinot Noir,40,Pinot Noir,0.0,0.0,[' Bordeaux'], France,2006
20243,Rocche dei Manzoni Barolo Pianpolvere Soprano Bussia Riserva,134,Nebbiolo,0.0,0.0,[' Burgundy'], France,2004
20244,Amici Charles Heintz Vineyard Chardonnay,52,Chardonnay,0.0,0.0,[' South Australia'], Australia,2016
20245,Domaine de Chevalier Blanc,150,Bordeaux White Blends,0.0,0.0,[' Sonoma County'], California,2005
20246,Domaine de l'Arlot Nuits-St-Georges Clos de l'Arlot Monopole,134,Pinot Noir,0.0,0.0,[' Tuscany'], Italy,2017
20247,Torbreck RunRig,209,Syrah/Shiraz,0.0,0.0,[' Tuscany'], Italy,2004
20248,DuMOL Estate Pinot Noir,109,Pinot Noir,4.9,6.0,['Champagne'], France,2017
20249,Camigliano Gualto Brunello di Montalcino Riserva,101,Sangiovese,0.0,0.0,[' Piedmont'], Italy,2012
20250,Boscarelli Il Nocio Vino Nobile di Montepulciano,126,Sangiovese,0.0,0.0,['Champagne'], France,2013
20251,Dom Perignon Vintage,351,Vintage Sparkling Wine,0.0,0.0,[' Central Coast'], California,1990
20252,M. Marengo Barolo Brunate,125,Nebbiolo,0.0,0.0,['Champagne'], France,2004
20253,Veuve Clicquot La Grande Dame,159,Vintage Sparkling Wine,0.0,0.0,['Champagne'], France,1993
20254,Alban Reva Estate Syrah,129,Syrah/Shiraz,0.0,0.0,['Tuscany'], Italy,2005
20255,Pol Roger Sir Winston Churchill Brut ,224,Vintage Sparkling Wine,0.0,0.0,['Piedmont'], Italy,1988
20256,Salon Blanc de Blancs Le Mesnil in Gift Box ,1329,Vintage Sparkling Wine,0.0,0.0,['North Coast'], California,2007
20257,Le Macchiole Messorio,250,Merlot,0.0,0.0,['Napa Valley'], California,2016
20258,Gaja Sperss,162,Nebbiolo,0.0,0.0,['Napa Valley'], California,1995
20259,Schramsberg Reserve Brut,164,Vintage Sparkling Wine,0.0,0.0,[' Bordeaux'], France,2005
20260,TOR Black Magic Cabernet Sauvignon,439,Cabernet Sauvignon,0.0,0.0,[' Tuscany'], Italy,2017
20261,Whitehall Lane Reserve Cabernet Sauvignon,75,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2005
20262,Chateau Cos d'Estournel,229,Bordeaux Red Blends,0.0,0.0,['Champagne'], France,1990
20263,San Filippo Brunello di Montalcino Le Lucere Riserva,174,Sangiovese,0.0,0.0,[' Bordeaux'], France,2013
20264,Blankiet Paradise Hills Merlot,129,Merlot,0.0,0.0,[' Tuscany'], Italy,2003
20265,Louis Roederer Cristal Brut,249,Vintage Sparkling Wine,4.4,19.0,['Stellenbosch'], South Africa,2006
20266,Chateau Clerc Milon ,84,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2018
20267,Gaja Sugarille Brunello di Montalcino,155,Sangiovese,0.0,0.0,['Tuscany'], Italy,2001
20268,De Morgenzon Reserve Chenin Blanc,41,Chenin Blanc,0.0,0.0,[' Bordeaux'], France,2014
20269,Robert Craig Cellars Mt. Veeder Cabernet Sauvignon,78,Cabernet Sauvignon,0.0,0.0,[' South Australia'], Australia,2012
20270,Antinori Tignanello,105,Tuscan Blends,4.6,11.0,['Piedmont'], Italy,2011
20271,Chateau Trotanoy,317,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,1998
20273,Gaja Sori Tildin,271,Nebbiolo,0.0,0.0,[' Tuscany'], Italy,1996
20274,Chateau Clos Haut Peyraguey Sauternes ,19,Other Dessert,0.0,0.0,[' Bordeaux'], France,2015
20277,Chateau Kirwan,52,Bordeaux Red Blends,3.9,5.0,[' Napa Valley'], California,2016
20278,Castello di Ama Bellavista Chianti Classico,178,Sangiovese,0.0,0.0,['Napa Valley'], California,1997
20279,Descendientes de Jose Palacios Corullon,50,Mencia,0.0,0.0,[' Rhone'], France,2013
20280,Barnett Vineyards Rattlesnake Cabernet Sauvignon,129,Cabernet Sauvignon,0.0,0.0,['Champagne'], France,2007
20281,S. Anderson Cabernet Sauvignon Richard Chambers Vineyard,85,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,1999
20282,Domaine Giraud Chateauneuf-du-Pape Les Grenaches de Pierre,99,Rhone Red Blends,0.0,0.0,[' Bordeaux'], France,2015
20283,Pol Roger Sir Winston Churchill,171,Vintage Sparkling Wine,0.0,0.0,[' Napa Valley'], California,1990
20284,Shafer Hillside Select Cabernet Sauvignon ,371,Cabernet Sauvignon,0.0,0.0,['Carneros'], California,1996
20285,Chateau Pichon-Longueville Baron ,289,Bordeaux Red Blends,0.0,0.0,['Marlborough'], New Zealand,2019
20286,Futo,299,Bordeaux Red Blends,0.0,0.0,[' Piedmont'], Italy,2010
20287,Aubert Hudson Vineyard Chardonnay ,349,Chardonnay,0.0,0.0,[' Central Coast'], California,2015
20288,Giesen The Fuder Clayvin Single Vineyard Chardonnay,64,Chardonnay,3.6,5.0,[' Bordeaux'], France,2013
20289,Bruno Giacosa Barolo Falletto Red Label,175,Nebbiolo,0.0,0.0,[' South Australia'], Australia,1996
20290,Flying Goat Cellars Rio Vista Vineyard Dijon Clone Pinot Noir,48,Pinot Noir,0.0,0.0,[' Bordeaux'], France,2013
20292,Mollydooker Velvet Glove Shiraz,219,Syrah/Shiraz,0.0,0.0,[' Burgundy'], France,2007
20293,Chateau Clos Haut Peyraguey Sauternes,39,Other Dessert,0.0,0.0,[' Rhone'], France,2015
20294,Catena Zapata Adrianna Vineyard Malbec,109,Malbec,0.0,0.0,[' Piedmont'], Italy,2004
20295,Bonneau du Martray Corton Grand Cru,229,Pinot Noir,0.0,0.0,['North Coast'], California,2016
20296,Jean-Louis Chave Hermitage ,1199,Syrah/Shiraz,0.0,0.0,[' Rhone'], France,2010
20297,Bruno Giacosa Barbaresco Santo Stefano,229,Nebbiolo,0.0,0.0,[' Veneto'], Italy,2007
20298,Schramsberg J. Schram,149,Vintage Sparkling Wine,0.0,0.0,['Napa Valley'], California,2011
20299,Tardieu-Laurent Gigondas Vieilles Vignes,47,Rhone Red Blends,0.0,0.0,[' Burgundy'], France,2010
20300,Speri Sant'Urbano Amarone della Valpolicella Classico,86,Other Red Blends,0.0,0.0,[' Napa Valley'], California,2010
20302,Domaine Faiveley Volnay Fremiets Premier Cru,109,Pinot Noir,0.0,0.0,[' Bordeaux'], France,2013
20303,Diamond Creek Gravelly Meadow Cabernet Sauvignon,308,Cabernet Sauvignon,0.0,0.0,[' Sonoma County'], California,2015
20304,Domaine Arnoux-Lachaux Latricieres-Chambertin Grand Cru,229,Pinot Noir,0.0,0.0,[' Bordeaux'], France,2008
20305,Chateau Margaux ,1099,Bordeaux Red Blends,0.0,0.0,[' Tuscany'], Italy,2004
20306,TOR Durell Vineyard Chardonnay,64,Chardonnay,0.0,0.0,['Burgundy'], France,2010
20307,Chateau Cos d'Estournel ,309,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2002
20308,Felsina Chianti Classico Riserva Rancia ,89,Sangiovese,0.0,0.0,['Napa Valley'], California,2012
20309,Joseph Drouhin Montrachet Marquis de Laguiche,374,Chardonnay,0.0,0.0,[' Piedmont'], Italy,1998
20310,Cardinale Cabernet Sauvignon,159,Cabernet Sauvignon,0.0,0.0,['Champagne'], France,2002
20311,Etude Napa Valley Cabernet Sauvignon ,41,Cabernet Sauvignon,0.0,0.0,['Friuli-Venezia Giulia'], Italy,2004
20312,Luigi Pira Barolo Marenca,72,Nebbiolo,0.0,0.0,['Napa Valley'], California,2010
20313,Dom Perignon Rose,429,Rosé Sparkling Wine,0.0,0.0,[' Rhone'], France,1996
20314,Le Due Terre Colli Orientali del Friuli Sacrisassi,55,Other White Blends,0.0,0.0,['Napa Valley'], California,2005
20315,Carter Cellars Cabernet Sauvignon Beckstoffer Las Piedras Vineyard La Verdad,249,Cabernet Sauvignon,0.0,0.0,[' Piedmont'], Italy,2015
20316,Domaine de Marcoux Chateauneuf-du-Pape Vieilles Vignes,134,Rhone Red Blends,4.5,5.0,['Victoria'], Australia,2015
20317,TOR Beckstoffer To Kalon Cabernet Sauvignon,189,Cabernet Sauvignon,0.0,0.0,[' Sonoma County'], California,2007
20318,Damilano Barolo Cannubi ,209,Nebbiolo,0.0,0.0,[' Burgundy'], France,2012
20319,Domaine Terlato & Chapoutier lieu dit Malakoff Shiraz ,100,Syrah/Shiraz,0.0,0.0,[' Napa Valley'], California,2010
20320,Paul Hobbs Ellen Lane Estate Chardonnay,89,Chardonnay,0.0,0.0,[' Napa Valley'], California,2018
20321,Dugat-Py Gevrey-Chambertin Champeaux Premier Cru Vieilles Vignes,339,Pinot Noir,0.0,0.0,[' Napa Valley'], California,2017
20322,Ramey Pedregal Vineyard Cabernet Sauvignon,209,Cabernet Sauvignon,4.3,16.0,[' Napa Valley'], California,2013
20323,Frank Family Vineyards Winston Hill Proprietary Red,164,Other Red Blends,0.0,0.0,['Central Coast'], California,2014
20324,Blankiet Paradise Hills Vineyard Proprietary Red,229,Bordeaux Red Blends,0.0,0.0,[' South Australia'], Australia,2014
20326,Ridge Monte Bello,106,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,1991
20327,Branson Coach House Coach House Block Cabernet Sauvignon,95,Cabernet Sauvignon,0.0,0.0,[' Piedmont'], Italy,2004
20328,Alta Vista Alto,89,Malbec,0.0,0.0,['Champagne'], France,2006
20329,Clos Fourtet ,204,Bordeaux Red Blends,0.0,0.0,['Sonoma County'], California,2019
20330,Andrea Oberto Barolo Brunate,94,Nebbiolo,0.0,0.0,['Central Coast'], California,2012
20331,Krug Clos du Mesnil Blanc de Blancs,399,Vintage Sparkling Wine,0.0,0.0,[' Napa Valley'], California,1990
20332,Fisher Vineyards Mountain Estate Vineyard Chardonnay,70,Chardonnay,0.0,0.0,['Rhone'], France,2014
20334,Nickel & Nickel De Carle Cabernet Sauvignon,125,Cabernet Sauvignon,0.0,0.0,['Piedmont'], Italy,2017
20335,M. Chapoutier Ermitage Le Meal Blanc,179,Marsanne,0.0,0.0,[' Burgundy'], France,2003
20336,Ernie Els Signature,95,Bordeaux Red Blends,0.0,0.0,[' South Australia'], Australia,2005
20337,Gaja Costa Russi,305,Nebbiolo,0.0,0.0,[' Piedmont'], Italy,1997
20338,Domaine Michel Niellon Chassagne-Montrachet Les Vergers Premier Cru,139,Chardonnay,0.0,0.0,[' Columbia Valley'], Washington,2017
20339,Greenock Creek Alices Shiraz,64,Syrah/Shiraz,0.0,0.0,['Central Coast'], California,2002
20340,Vietti Barolo Ravera ,1999,Nebbiolo,0.0,0.0,[' Rhone'], France,2014
20341,Doubleback Cabernet Sauvignon ,199,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2012
20342,A.P. Vin Garys' Vineyard Pinot Noir,49,Pinot Noir,0.0,0.0,['Champagne'], France,2012
20343,M. Chapoutier Chateauneuf-du-Pape Barbe Rac ,309,Grenache,0.0,0.0,['Central Coast'], California,1998
20344,Von Strasser Estate Diamond Mountain Cabernet Sauvignon,71,Cabernet Sauvignon,0.0,0.0,['Sonoma County'], California,2009
20346,Siduri Garys' Vineyard Pinot Noir,47,Pinot Noir,0.0,0.0,[' Columbia Valley'], Washington,2006
20347,Ravenswood Teldeschi Vineyard Zinfandel,33,Zinfandel,4.2,15.0,['Alsace'], France,2008
20348,Churchill's Vintage Port ,219,Port,0.0,0.0,[' Bordeaux'], France,2011
20349,K Vintners The Hustler Syrah,135,Syrah/Shiraz,0.0,0.0,[' Rhone'], France,2009
20350,Trimbach Cuvee Frederic Emile Riesling,79,Riesling,4.2,7.0,['Napa Valley'], California,2011
20352,Clos du Caillou Chateauneuf-du-Pape Reserve,279,Rhone Red Blends,0.0,0.0,[' Napa Valley'], California,2000
20353,Lagier Meredith Syrah,52,Syrah/Shiraz,0.0,0.0,[' Central Coast'], California,2005
20354,Alto Moncayo Aquilon,159,Grenache,0.0,0.0,[' Piedmont'], Italy,2005
20356,Epoch Ingenuity Red Blend,79,Rhone Red Blends,0.0,0.0,[' South Australia'], Australia,2013
20357,Paitin Barbaresco Sori Paitin Serraboella,55,Nebbiolo,0.0,0.0,['Napa Valley'], California,2016
20359,Mollydooker Velvet Glove Shiraz,185,Syrah/Shiraz,0.0,0.0,['Napa Valley'], California,2010
20360,Joseph Phelps Insignia ,639,Bordeaux Red Blends,0.0,0.0,['Piedmont'], Italy,2007
20361,Cliff Lede Songbook Cabernet Sauvignon,149,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2005
20363,Gaja Conteisa,219,Nebbiolo,0.0,0.0,['Tuscany'], Italy,2009
20364,Altamura Cabernet Sauvignon,119,Cabernet Sauvignon,0.0,0.0,[' Bordeaux'], France,2005
20365,Quinta do Noval Vintage Port ,175,Port,0.0,0.0,['Napa Valley'], California,2007
20366,Avignonesi Grandi Annate Riserva Vino Nobile di Montepulciano,54,Sangiovese,0.0,0.0,['Napa Valley'], California,2004
20367,Chateau Grand Mayne ,37,Bordeaux Red Blends,0.0,0.0,[' Piedmont'], Italy,2019
20368,Spottswoode Cabernet Sauvignon ,239,Cabernet Sauvignon,0.0,0.0,['Carneros'], California,1997
20369,Dominus Estate ,569,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2008
20370,Giuseppe Rinaldi Barolo Brunate Riserva,399,Nebbiolo,0.0,0.0,[' Piedmont'], Italy,1990
20372,Chateau Cheval Blanc ,499,Bordeaux Red Blends,0.0,0.0,[' Burgundy'], France,2019
20373,Elio Altare Barolo Arborina,125,Nebbiolo,0.0,0.0,['Victoria'], Australia,2007
20374,Luis A. Rodriguez Vazquez Vina de Martin Escolma Blanco,64,Other White Blends,0.0,0.0,[' Rhone'], France,2009
20375,Domaine Perrot-Minot Griotte-Chambertin Grand Cru ,329,Pinot Noir,0.0,0.0,[' Bordeaux'], France,2012
20376,Mount Langi Ghiran Langi Grampians Shiraz,65,Syrah/Shiraz,0.0,0.0,[' South Australia'], Australia,2005
20377,Rene Rostaing Cote-Rotie Cote Blonde,159,Syrah/Shiraz,0.0,0.0,['Champagne'], France,2001
20378,Chateau Ducru-Beaucaillou ,319,Bordeaux Red Blends,0.0,0.0,['Lodi'], California,2008
20379,Greenock Creek Roennfeldt Road Shiraz,499,Syrah/Shiraz,0.0,0.0,[' Bordeaux'], France,2002
20380,Pol Roger Vintage Brut Chardonnay,81,Vintage Sparkling Wine,0.0,0.0,['Napa Valley'], California,1996
20381,Turley Dogtown Vineyard Zinfandel,79,Zinfandel,0.0,0.0,['Mosel'], Germany,2016
20382,Chateau Meyney,37,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2018
20383,Inglenook Rubicon ,71,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2004
20384,Dr. Loosen Eiswein Riesling ,21,Other Dessert,0.0,0.0,[' Bordeaux'], France,2007
20385,J. Davies Jamie Cabernet Sauvignon,199,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2013
20386,Nickel & Nickel Quicksilver Cabernet Sauvignon,115,Cabernet Sauvignon,4.5,33.0,[' Napa Valley'], California,2014
20387,Chateau La Fleur-Petrus ,199,Bordeaux Red Blends,0.0,0.0,[' Tuscany'], Italy,2019
20388,Dunn Napa Valley Cabernet Sauvignon ,279,Cabernet Sauvignon,0.0,0.0,[' Piedmont'], Italy,2013
20389,Cliff Lede Beautiful Generation Cabernet Sauvignon,149,Cabernet Sauvignon,0.0,0.0,[' Bordeaux'], France,2012
20390,Casanova di Neri Brunello di Montalcino Tenuta Nuova ,229,Sangiovese,0.0,0.0,[' Bordeaux'], France,2011
20391,Ceretto Bernardot Barbaresco,68,Nebbiolo,0.0,0.0,[' Sonoma County'], California,2005
20392,Carruades de Lafite ,244,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2018
20393,Chateau Pavie Decesse,149,Bordeaux Red Blends,0.0,0.0,['Priorat'], Spain,2008
20394,Legacy Red,109,Bordeaux Red Blends,0.0,0.0,[' Rhone'], France,2013
20395,Chateau Lafite Rothschild ,9999,Bordeaux Red Blends,0.0,0.0,[' Rhone'], France,1989
20396,Rotllan Torra Amadis,49,Other Red Blends,4.8,6.0,[' Bordeaux'], France,2001
20397,Roger Sabon Chateauneuf-du-Pape Les Secret des Sabon,220,Rhone Red Blends,0.0,0.0,[' Bordeaux'], France,2013
20398,Domaine de Marcoux Chateauneuf-du-Pape,80,Rhone Red Blends,0.0,0.0,['Piedmont'], Italy,2007
20399,Chateau Lafite Rothschild ,5499,Bordeaux Red Blends,0.0,0.0,[' South Australia'], Australia,1990
20400,Chateau Clerc Milon,79,Bordeaux Red Blends,0.0,0.0,['Champagne'], France,2011
20401,Gaja Sperss,253,Nebbiolo,0.0,0.0,[' Central Coast'], California,2009
20402,Torbreck The Laird ,4999,Syrah/Shiraz,0.0,0.0,[' Burgundy'], France,2006
20404,A.P. Vin Rosella's Vineyard Pinot Noir,48,Pinot Noir,0.0,0.0,['Columbia Valley'], Washington,2009
20405,Denis Mortet Mazis-Chambertin Grand Cru,599,Pinot Noir,0.0,0.0,[' Bordeaux'], France,2016
20406,Sena,69,Bordeaux Red Blends,0.0,0.0,[' Piedmont'], Italy,2004
20407,Charles Smith Wines Old Bones Syrah,239,Syrah/Shiraz,0.0,0.0,['Willamette Valley'], Oregon,2007
20408,Chateau Coutet ,22,Other Dessert,0.0,0.0,[' Napa Valley'], California,2018
20409,Elvio Cogno Ravera Barolo,79,Nebbiolo,0.0,0.0,['Swartland'], South Africa,2004
20411,Lokoya Diamond Mountain Cabernet Sauvignon,349,Cabernet Sauvignon,0.0,0.0,[' Tuscany'], Italy,2012
20412,Sadie Family Palladius,150,Other White Blends,0.0,0.0,['Napa Valley'], California,2016
20413,Don Melchor Cabernet Sauvignon ,219,Cabernet Sauvignon,0.0,0.0,['Mendoza'], Argentina,2011
20414,Ciacci Piccolomini d'Aragona Brunello di Montalcino,99,Sangiovese,0.0,0.0,[' Burgundy'], France,1999
20415,O'Shaughnessy Howell Mountain Cabernet Sauvignon,149,Cabernet Sauvignon,0.0,0.0,['Tuscany'], Italy,2004
20416,Catena Zapata Nicasia Vineyard Malbec,120,Malbec,4.6,8.0,[' South Australia'], Australia,2012
