,product_name,price,varietal,rating,rating_count,appellation,region,year
273,Domaine Saint Prefert Chateauneuf-du-Pape Collection Charles Giraud,129,Rhone Red Blends,0.0,0.0,[' Rhone'], France,2017
274,Frog's Leap Estate Grown Cabernet Sauvignon ,32,Cabernet Sauvignon,4.1,19.0,[' Napa Valley'], California,2017
275,Corison Cabernet Sauvignon,99,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2017
276,Mazzei Philip Cabernet Sauvignon,50,Cabernet Sauvignon,0.0,0.0,['Tuscany'], Italy,2013
277,Chateau Fonplegade,55,Bordeaux Red Blends,4.3,85.0,[' Bordeaux'], France,2016
278,Cenyth Rose of Cabernet Franc,30,Rosé,4.1,15.0,['Sonoma County'], California,2019
281,Domaine des Baumard Quarts de Chaume,84,Chenin Blanc,0.0,0.0,['Loire'], France,2015
282,Ridge Geyserville ,27,Other Red Blends,4.5,5.0,[' Sonoma County'], California,2018
284,Tenuta Guado al Tasso,139,Bordeaux Red Blends,4.7,5.0,[' Tuscany'], Italy,2017
285,DuMOL Wester Reach Chardonnay,65,Chardonnay,4.6,6.0,[' Sonoma County'], California,2018
286,DeLille Four Flags Cabernet Sauvignon,69,Cabernet Sauvignon,4.9,5.0,[' Columbia Valley'], Washington,2017
287,Foxen Bien Nacido Block Eight Pinot Noir,64,Pinot Noir,4.5,6.0,[' Central Coast'], California,2016
288,DAOU Vineyards Soul of a Lion,154,Bordeaux Red Blends,4.7,21.0,[' Central Coast'], California,2016
289,Ornellaia,260,Bordeaux Red Blends,3.8,12.0,[' Tuscany'], Italy,2017
290,Pahlmeyer Merlot,89,Merlot,4.8,14.0,['Napa Valley'], California,2016
291,Salvioni Brunello di Montalcino,200,Sangiovese,0.0,0.0,[' Tuscany'], Italy,2015
292,Don Melchor Cabernet Sauvignon,119,Cabernet Sauvignon,4.5,24.0,['Maipo Valley'], Chile,2017
293,CARO Amancaya,22,Bordeaux Red Blends,3.9,203.0,['Mendoza'], Argentina,2017
294,E. Pira e Figli Barolo Via Nuova,108,Nebbiolo,0.0,0.0,[' Piedmont'], Italy,2016
295,Martin Ray Concrete Dutton Ranch Chardonnay,30,Chardonnay,0.0,0.0,[' Sonoma County'], California,2019
296,RAEN Royal St. Robert Cuvee Pinot Noir,65,Pinot Noir,0.0,0.0,[' Sonoma County'], California,2018
297,Dominus Napanook Vineyard,89,Bordeaux Red Blends,4.0,53.0,[' Napa Valley'], California,2016
298,Chateau de Beaucastel Coudoulet Rouge,29,Rhone Red Blends,4.0,49.0,[' Rhone'], France,2016
299,Alvaro Palacios Camins del Priorat,26,Other Red Blends,4.0,45.0,['Priorat'], Spain,2019
300,Louis Jadot Chapelle-Chambertin Grand Cru,265,Pinot Noir,5.0,24.0,[' Burgundy'], France,2017
301,Ponzi Reserve Pinot Noir,65,Pinot Noir,4.0,18.0,['Willamette Valley'], Oregon,2016
302,Caterwaul Napa Cabernet Sauvignon,49,Cabernet Sauvignon,5.0,5.0,['Napa Valley'], California,2018
303,Chateau Marquis d'Alesme,54,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2016
304,Bootleg Red Blend,45,Other Red Blends,4.5,11.0,['Napa Valley'], California,2016
305,Melville Donna's Syrah,52,Syrah/Shiraz,0.0,0.0,[' Central Coast'], California,2018
306,Larkmead Cabernet Sauvignon,135,Cabernet Sauvignon,4.2,12.0,['Napa Valley'], California,2015
307,Campagnola Amarone della Valpolicella Classico,37,Other Red Blends,4.0,5.0,[' Veneto'], Italy,2016
308,Chateau Rauzan-Segla,134,Bordeaux Red Blends,4.3,16.0,[' Bordeaux'], France,2015
309,Turley Hayne Vineyard Petite Syrah,89,Petite Sirah,0.0,0.0,['Napa Valley'], California,2018
310,Mayacamas Cabernet Sauvignon ,64,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2014
313,Duboeuf Moulin-a-Vent Domaine des Rosiers,18,Gamay,3.8,66.0,[' Burgundy'], France,2018
314,Chateau d'Yquem Sauternes,549,Other Dessert,4.7,16.0,[' Bordeaux'], France,2005
315,J. de Villebois Sancerre Les Monts Damnes,64,Sauvignon Blanc,0.0,0.0,[' Loire'], France,2017
316,Chateau Malescot St. Exupery,124,Bordeaux Red Blends,4.2,26.0,[' Bordeaux'], France,2010
318,Byron John Sebastiano Vineyard Pinot Noir,55,Pinot Noir,0.0,0.0,[' Central Coast'], California,2015
320,Col Solare Cabernet Sauvignon,78,Cabernet Sauvignon,4.5,18.0,[' Columbia Valley'], Washington,2016
321,Stags' Leap Winery Napa Valley Chardonnay,29,Chardonnay,0.0,0.0,['Napa Valley'], California,2019
322,Cenyth Red Blend,60,Bordeaux Red Blends,3.4,10.0,['Sonoma County'], California,2016
323,Louis Roederer Cristal Rose with Gift Box,648,Rosé Sparkling Wine,0.0,0.0,['Champagne'], France,2012
324,Domaine Saint Prefert Chateauneuf-du-Pape Reserve Auguste Favier,79,Rhone Red Blends,0.0,0.0,[' Rhone'], France,2017
325,Tenuta San Guido Sassicaia ,559,Bordeaux Red Blends,5.0,6.0,[' Tuscany'], Italy,2016
326,Robert Biale Vineyards Black Chicken Zinfandel,50,Zinfandel,4.3,16.0,['Napa Valley'], California,2018
327,G.D. Vajra Barolo Coste di Rose,74,Nebbiolo,0.0,0.0,[' Piedmont'], Italy,2016
331,Dominio de Pingus,1179,Tempranillo,0.0,0.0,['Ribera del Duero'], Spain,2018
332,Chateau LaTour-Martillac,41,Bordeaux Red Blends,4.4,12.0,[' Bordeaux'], France,2015
333,Selbach Oster Zeltinger Schlossberg Riesling Spatlese,31,Riesling,3.8,8.0,['Mosel'], Germany,2018
334,Chateau de Vaudieu Clos du Belvedere Chateauneuf-du-Pape Blanc,80,Rhone White Blends,0.0,0.0,[' Rhone'], France,2018
336,Louis Jadot Chablis Blanchot Grand Cru,129,Chardonnay,5.0,32.0,[' Burgundy'], France,2016
337,Copain Les Voisins Syrah,45,Syrah/Shiraz,4.2,6.0,[' Mendocino'], California,2016
340,Graham's Vintage Port,150,Port,3.8,11.0,['Douro'], Portugal,2016
341,Chateau Cos d'Estournel,259,Bordeaux Red Blends,4.4,53.0,[' Bordeaux'], France,2016
342,Domaine du Vieux Telegraphe Chateauneuf-du-Pape La Crau,99,Rhone Red Blends,0.0,0.0,[' Rhone'], France,2018
343,Antinori Badia a Passignano Chianti Classico Gran Selezione,53,Sangiovese,4.4,56.0,[' Tuscany'], Italy,2015
344,Chateau de Beaucastel Chateauneuf-du-Pape ,149,Rhone Red Blends,4.8,5.0,[' Rhone'], France,2017
345,Joseph Phelps Insignia,339,Bordeaux Red Blends,4.6,23.0,['Napa Valley'], California,2007
346,Domaine de la Janasse Chateauneuf-du-Pape Vieilles Vignes,118,Rhone Red Blends,0.0,0.0,[' Rhone'], France,2018
348,Spottswoode Sauvignon Blanc,44,Sauvignon Blanc,3.6,5.0,['North Coast'], California,2019
349,Chateau Grand-Pontet,34,Bordeaux Red Blends,4.2,59.0,[' Bordeaux'], France,2016
350,Chateau Rieussec Sauternes,69,Other Dessert,4.0,7.0,[' Bordeaux'], France,2014
351,Promontory ,1499,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2010
352,Louis Latour Chateau Corton Grancey Grand Cru,165,Pinot Noir,4.8,20.0,[' Burgundy'], France,2015
353,Henriot Brut Millesime,98,Vintage Sparkling Wine,0.0,0.0,['Champagne'], France,2008
354,Two Paddocks Fusilier Pinot Noir,66,Pinot Noir,0.0,0.0,['Central Otago'], New Zealand,2018
355,Chateau Haut-Brion,699,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2003
356,Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon,279,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2017
357,Turnbull Oakville Reserve Cabernet Sauvignon,89,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2017
358,Ramey Woolsey Road Vineyard Chardonnay,69,Chardonnay,0.0,0.0,[' Sonoma County'], California,2017
359,Cristom Paul Gerrie Vineyard Pinot Noir,54,Pinot Noir,0.0,0.0,[' Willamette Valley'], Oregon,2017
360,Quintessa ,109,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2017
363,Dominus Estate ,699,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2016
364,Dom Perignon Vintage ,719,Vintage Sparkling Wine,4.9,6.0,['Champagne'], France,2008
365,Mazzei Fonterutoli Chianti Classico Gran Selezione,70,Sangiovese,4.0,10.0,[' Tuscany'], Italy,2013
366,Leeuwin Estate Art Series Chardonnay,89,Chardonnay,4.1,14.0,[' Western Australia'], Australia,2015
367,Fattoria dei Barbi Brunello di Montalcino,68,Sangiovese,0.0,0.0,[' Tuscany'], Italy,2015
368,Chateau Cos d'Estournel,149,Bordeaux Red Blends,4.6,11.0,[' Bordeaux'], France,2014
369,Schrader Beckstoffer To Kalon Cabernet Sauvignon,499,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2018
370,Il Palagio Sister Moon,59,Tuscan Blends,4.3,21.0,['Tuscany'], Italy,2016
371,Harlan Estate,1399,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2015
372,San Filippo Brunello di Montalcino,64,Sangiovese,4.1,28.0,[' Tuscany'], Italy,2015
373,Martinelli Giuseppe and Luisa Zinfandel,57,Zinfandel,4.8,10.0,[' Sonoma County'], California,2018
374,Chateau Malescot St. Exupery,69,Bordeaux Red Blends,4.2,23.0,[' Bordeaux'], France,2014
376,Chateau Cote de Baleau,29,Bordeaux Red Blends,4.2,102.0,[' Bordeaux'], France,2015
377,Chateau de Vaudieu Clos du Belvedere Chateauneuf-du-Pape Blanc,80,Rhone White Blends,0.0,0.0,[' Rhone'], France,2017
378,Stags' Leap Winery The Investor Red Wine,60,Other Red Blends,4.2,82.0,['Napa Valley'], California,2017
379,Antinori Solaia,399,Tuscan Blends,4.6,18.0,['Tuscany'], Italy,2016
380,Drew Estate Field Selections Pinot Noir,59,Pinot Noir,0.0,0.0,[' Mendocino'], California,2017
381,Chateau Malartic-Lagraviere,84,Bordeaux Red Blends,4.3,13.0,[' Bordeaux'], France,2010
382,Descendientes de Jose Palacios Petalos,20,Mencia,3.9,33.0,['Bierzo'], Spain,2018
383,CVNE Imperial Reserva Rioja,49,Tempranillo,4.3,70.0,['Rioja'], Spain,2015
384,Chateau Margaux Pavillon Rouge,239,Bordeaux Red Blends,4.8,12.0,[' Bordeaux'], France,2015
385,Chateau Branaire-Ducru ,54,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2018
386,Tasca d'Almerita Sicilia Tascante Ghiaia Nera,23,Nerello Mascalese,3.8,11.0,['Sicily'], Italy,2017
387,Chateau Mouton Rothschild,769,Bordeaux Red Blends,4.3,14.0,[' Bordeaux'], France,2015
388,Altesino Brunello di Montalcino ,149,Sangiovese,4.7,6.0,[' Tuscany'], Italy,2015
389,R. Lopez de Heredia Rioja Vina Tondonia Reserva ,50,Tempranillo,4.6,8.0,['Rioja'], Spain,2007
390,Chateau Ducru-Beaucaillou,349,Bordeaux Red Blends,4.7,15.0,[' Bordeaux'], France,2009
391,Casanova di Neri Brunello di Montalcino Cerretalto,350,Sangiovese,4.8,8.0,[' Tuscany'], Italy,2013
392,Kongsgaard Hudson Vineyard Syrah,209,Syrah/Shiraz,0.0,0.0,['Carneros'], California,2018
393,Hundred Acre Ark Vineyard Cabernet Sauvignon,809,Cabernet Sauvignon,3.8,5.0,[' Napa Valley'], California,2006
394,Bucci Verdicchio Classico dei Castelli di Jesi,19,Verdicchio,3.9,37.0,['Marche'], Italy,2018
396,Larkmead Firebelle,165,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2016
397,Joseph Phelps Insignia ,299,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2008
398,Domaine Huet Vouvray Sec Le Haut Lieu,38,Chenin Blanc,4.1,8.0,[' Loire'], France,2019
399,Clos Henri Petit Clos Sauvignon Blanc,18,Sauvignon Blanc,4.3,6.0,['Marlborough'], New Zealand,2019
400,Joseph Phelps Insignia ,449,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2004
401,Drew Mendocino Ridge Valenti Vineyard Syrah,49,Syrah/Shiraz,0.0,0.0,[' Mendocino'], California,2016
402,Mollydooker Velvet Glove Shiraz,189,Syrah/Shiraz,0.0,0.0,[' South Australia'], Australia,2018
405,Inglenook Rubicon,208,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2015
406,Opus One,499,Bordeaux Red Blends,4.5,12.0,[' Napa Valley'], California,2005
407,Chateau Pavie,459,Bordeaux Red Blends,4.1,8.0,[' Bordeaux'], France,2010
409,Opus One,469,Bordeaux Red Blends,4.7,15.0,[' Napa Valley'], California,2010
411,Storybook Mountain Mayacamas Range Zinfandel ,19,Zinfandel,3.9,18.0,['Napa Valley'], California,2016
413,Torbreck RunRig,219,Syrah/Shiraz,0.0,0.0,[' South Australia'], Australia,2002
414,Cardinale Cabernet Sauvignon,349,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2016
415,Chateau Canon,199,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2010
416,Chateau Canon La Gaffeliere,109,Bordeaux Red Blends,4.6,18.0,[' Bordeaux'], France,2016
417,Bodega Norton Privada,24,Bordeaux Red Blends,0.0,0.0,['Mendoza'], Argentina,2017
418,Samuel Billaud Chablis Premier Cru Les Vaillons Vieilles Vignes,61,Chardonnay,0.0,0.0,[' Burgundy'], France,2018
419,Opus One ,899,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2013
420,Col Solare Cabernet Sauvignon,75,Cabernet Sauvignon,4.3,29.0,[' Columbia Valley'], Washington,2015
421,Louis Roederer Cristal Brut ,600,Vintage Sparkling Wine,0.0,0.0,['Champagne'], France,2012
422,Hall Kathryn Hall Cabernet Sauvignon ,379,Cabernet Sauvignon,4.5,9.0,['Napa Valley'], California,2015
423,Catena Zapata Nicolas,125,Bordeaux Red Blends,4.6,13.0,['Mendoza'], Argentina,2015
424,Carruades de Lafite ,209,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2019
425,Sandrone Valmaggiore Nebbiolo d'Alba,54,Nebbiolo,0.0,0.0,[' Piedmont'], Italy,2018
426,Domaine Leflaive Bienvenues-Batard-Montrachet Grand Cru,999,Chardonnay,0.0,0.0,[' Burgundy'], France,2018
427,Sandhi Sanford and Benedict Chardonnay,47,Chardonnay,0.0,0.0,[' Central Coast'], California,2018
428,Domaine Huet Vouvray Clos du Bourg Sec,46,Chenin Blanc,3.8,5.0,[' Loire'], France,2019
429,Ridge Estate Chardonnay,54,Chardonnay,5.0,6.0,['Santa Cruz Mountains'], California,2018
430,Felsina Chianti Classico Riserva Rancia,60,Sangiovese,0.0,0.0,[' Tuscany'], Italy,2017
431,Chateau Monbousquet,64,Bordeaux Red Blends,4.1,12.0,[' Bordeaux'], France,2016
432,Chateau Lynch-Bages,439,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2000
433,Chateau Bellevue Mondotte St. Emilion,339,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2005
434,Clos Saint-Jean La Combe des Fous Chateauneuf-du-Pape,119,Rhone Red Blends,0.0,0.0,[' Rhone'], France,2017
435,Tenuta San Guido Sassicaia ,599,Bordeaux Red Blends,0.0,0.0,[' Tuscany'], Italy,2007
436,Antinori Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,154,Sangiovese,0.0,0.0,[' Tuscany'], Italy,2012
437,Beringer Private Reserve Cabernet Sauvignon,170,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2016
438,Mount Eden Vineyards Estate Cabernet Sauvignon,89,Cabernet Sauvignon,3.8,6.0,['Santa Cruz Mountains'], California,2015
439,Ridge Geyserville ,91,Other Red Blends,0.0,0.0,['Sonoma County'], California,2018
440,Chateau Suduiraut Sauternes,74,Other Dessert,0.0,0.0,[' Bordeaux'], France,2015
441,Chateau Haut-Brion,699,Bordeaux Red Blends,4.8,16.0,[' Bordeaux'], France,2015
442,Chateau Figeac,299,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2010
443,Faust Cabernet Sauvignon ,31,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2018
444,Dominus Napanook Vineyard,89,Bordeaux Red Blends,4.1,39.0,[' Napa Valley'], California,2015
445,Paul Lato Le Souvenir Sierra Madre Chardonnay,75,Chardonnay,3.7,5.0,[' Central Coast'], California,2018
446,Chateau Canon,299,Bordeaux Red Blends,4.6,11.0,[' Bordeaux'], France,2015
447,Chateau de Saint Cosme Cote Rotie,89,Syrah/Shiraz,0.0,0.0,[' Rhone'], France,2018
448,Piancornello Brunello di Montalcino,62,Sangiovese,4.0,69.0,[' Tuscany'], Italy,2015
449,Bodegas Benjamin Rothschild and Vega Sicilia Macan,104,Tempranillo,4.9,10.0,['Rioja'], Spain,2014
450,Chateau Lynch-Bages,129,Bordeaux Red Blends,4.9,5.0,[' Bordeaux'], France,2018
451,Fonseca Vintage Port,149,Port,4.9,47.0,['Douro'], Portugal,2017
452,Joseph Phelps Insignia ,499,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2014
454,Domaine La Bouissiere Gigondas,38,Rhone Red Blends,0.0,0.0,[' Rhone'], France,2017
455,Patz & Hall Gap's Crown Vineyard Pinot Noir ,169,Pinot Noir,0.0,0.0,[' Sonoma County'], California,2014
456,Leeuwin Estate Art Series Cabernet Sauvignon,60,Cabernet Sauvignon,0.0,0.0,[' Western Australia'], Australia,2016
457,Joseph Jewell Hallberg Vineyard Pinot Noir,60,Pinot Noir,0.0,0.0,[' Sonoma County'], California,2016
458,Colgin Cariad,379,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2004
459,Chateau Ausone,1499,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2005
460,Chateau La Conseillante ,519,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2000
461,Cordero di Montezemolo Barolo Enrico VI,104,Nebbiolo,0.0,0.0,[' Piedmont'], Italy,2015
462,Storybook Mountain Mayacamas Range Zinfandel,41,Zinfandel,0.0,0.0,['Napa Valley'], California,2016
463,Heitz Cellar Napa Valley Cabernet Sauvignon ,144,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2015
464,K Vintners The Deal Sundance Vineyard Syrah,35,Syrah/Shiraz,0.0,0.0,[' Columbia Valley'], Washington,2017
465,Domaine Curry Napa Cabernet Sauvignon,105,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2017
466,Paul Lato Seabiscuit Zotovich Vineyard Pinot Noir,84,Pinot Noir,0.0,0.0,[' Central Coast'], California,2017
467,Chateau Laroque,34,Bordeaux Red Blends,4.0,128.0,[' Bordeaux'], France,2016
468,Marchand-Tawse Charmes-Chambertin Grand Cru,249,Pinot Noir,0.0,0.0,[' Burgundy'], France,2016
470,Walter Scott Seven Springs Vineyard Chardonnay,64,Chardonnay,0.0,0.0,[' Willamette Valley'], Oregon,2018
471,Cliff Lede Stags Leap District Cabernet Sauvignon,77,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2017
472,Chateau Troplong Mondot,159,Bordeaux Red Blends,3.9,5.0,[' Bordeaux'], France,2015
473,Massican Sauvignon Blanc,32,Sauvignon Blanc,3.8,9.0,['Napa Valley'], California,2019
474,Masseto,814,Merlot,0.0,0.0,['Tuscany'], Italy,2017
475,Chateau Angelus,459,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2010
476,Rodney Strong Reserve Cabernet Sauvignon ,109,Cabernet Sauvignon,0.0,0.0,[' Sonoma County'], California,2015
477,Chateau Canon,184,Bordeaux Red Blends,4.6,8.0,[' Bordeaux'], France,2009
478,Domus Aurea Cabernet Sauvignon,56,Cabernet Sauvignon,0.0,0.0,['Maipo Valley'], Chile,2016
479,Mazzei Fonterutoli Siepi,140,Tuscan Blends,0.0,0.0,['Tuscany'], Italy,2015
480,Forman Cabernet Sauvignon,114,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2017
481,Dr. Loosen Erdener Pralat Goldkapsel Auslese,114,Riesling,0.0,0.0,['Mosel'], Germany,2017
482,Chateau Latour,1299,Bordeaux Red Blends,4.8,9.0,[' Bordeaux'], France,2009
483,Chateau Malartic-Lagraviere ,39,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2019
484,Smith Madrone Chardonnay,44,Chardonnay,0.0,0.0,[' Napa Valley'], California,2016
485,Chateau La Conseillante ,169,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2019
486,Chateau Pichon-Longueville Baron,175,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2018
487,Chateau Lafite Rothschild,1199,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2003
488,Heitz Cellar Trailside Vineyard Cabernet Sauvignon,129,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2014
489,Larkmead Solari Cabernet Sauvignon,240,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2016
490,Domaine Comte Georges de Vogue Musigny Vieilles Vignes,999,Pinot Noir,0.0,0.0,['Burgundy'], France,1999
491,K Vintners Powerline Syrah,46,Syrah/Shiraz,0.0,0.0,[' Columbia Valley'], Washington,2017
492,Domaine les Pallieres Gigondas Terrasse du Diable,39,Rhone Red Blends,4.1,15.0,[' Rhone'], France,2017
493,Black Sheep Finds The Joy Fantastic Pinot Noir,49,Pinot Noir,0.0,0.0,[' Central Coast'], California,2017
494,Clos Henri Sauvignon Blanc,24,Sauvignon Blanc,4.0,23.0,['Marlborough'], New Zealand,2018
495,Domaine Jamet Cote-Rotie,189,Syrah/Shiraz,0.0,0.0,[' Rhone'], France,2017
496,K Vintners Cattle King Syrah,69,Syrah/Shiraz,0.0,0.0,[' Columbia Valley'], Washington,2017
498,Grgich Hills Estate Chardonnay ,24,Chardonnay,0.0,0.0,['Napa Valley'], California,2018
499,Spring Mountain Vineyard Elivette,164,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2015
500,Sine Qua Non Syrah Le Supplement Eleven Confessions Estate Vineyard,489,Syrah/Shiraz,0.0,0.0,[' Central Coast'], California,2013
501,Duckhorn Napa Valley Cabernet Sauvignon ,38,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2017
502,Chateau Beau-Sejour Becot,67,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2018
503,Chateau Malescot St. Exupery ,43,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2019
504,Elena Fucci Aglianico del Vulture Titolo,38,Aglianico,3.4,7.0,['Basilicata'], Italy,2016
505,Maybach Family Vineyards Materium ,679,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2012
506,Bouchard Aine & Fils Meursault Premier Cru Les Porusot,113,Chardonnay,0.0,0.0,[' Burgundy'], France,2017
507,Bartolo Mascarello Barolo,499,Nebbiolo,0.0,0.0,[' Piedmont'], Italy,2016
508,Casanova di Neri Brunello di Montalcino White Label,75,Sangiovese,4.6,20.0,[' Tuscany'], Italy,2015
509,Ridge Monte Bello ,499,Bordeaux Red Blends,0.0,0.0,['Santa Cruz Mountains'], California,2017
510,Continuum,275,Bordeaux Red Blends,4.5,5.0,['Napa Valley'], California,2017
512,Screaming Eagle Second Flight,789,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2012
513,Chateau de Fieuzal,44,Bordeaux Red Blends,3.8,8.0,[' Bordeaux'], France,2015
514,Ken Forrester The Bridge Cabernet Sauvignon,100,Cabernet Sauvignon,0.0,0.0,[' Sonoma County'], California,2013
515,Le Vieux Donjon Chateauneuf-du-Pape,54,Rhone Red Blends,0.0,0.0,[' Rhone'], France,2018
516,Bodegas Raul Perez Ultreia Godello,29,Godello,4.2,16.0,['Bierzo'], Spain,2018
517,Chateau Laroque ,31,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2019
518,Chateau Leoville Barton,199,Bordeaux Red Blends,4.2,37.0,[' Bordeaux'], France,2016
519,Caiarossa,49,Tuscan Blends,0.0,0.0,['Tuscany'], Italy,2015
