,product_name,price,varietal,origin,rating,rating_count
11709,Stonestreet Legacy Meritage Red 2012,100,Bordeaux Red Blends,"Alexander Valley, Sonoma County, California",0.0,0
11710,Calera de Villiers Vineyard Pinot Noir 2012,49,Pinot Noir,"Mt. Harlan, Central Coast, California",0.0,0
11711,Spottswoode Sauvignon Blanc (375ML half-bottle) 2018,21,Sauvignon Blanc,"North Coast, California",0.0,0
11712,J.J. Prum Graacher Himmelreich Spatlese Riesling 2016,43,Riesling,"Mosel, Germany",0.0,0
11713,Foxen John Sebastiano Vineyard Pinot Noir 2014,53,Pinot Noir,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
11714,Domenico Clerico Barolo Aeroplanservaj 2010,135,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
11715,Calera Jensen Vineyard Pinot Noir (375ML half-bottle) 2008,49,Pinot Noir,"Mt. Harlan, Central Coast, California",0.0,0
11716,Tensley Colson Canyon Vineyard Syrah 2008,54,Syrah/Shiraz,"Santa Barbara, Central Coast, California",0.0,0
11717,Mollydooker Enchanted Path 2016,75,Other Red Blends,"McLaren Vale, South Australia, Australia",0.0,0
11718,Tenuta di Biserno Biserno 2010,180,Other Red Blends,"Tuscany, Italy",0.0,0
11719,Quinta do Vesuvio Douro Red 2015,84,Other Red Blends,"Douro, Portugal",0.0,0
11720,Domaines Schlumberger Grand Cru Saering Riesling 2014,31,Riesling,"Alsace, France",4.1,8
11721,Mazzei Chianti Classico Riserva Ser Lapo 2017,37,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",4.1,12
11722,Cakebread Benchland Select Cabernet Sauvignon 2014,139,Cabernet Sauvignon,"Napa Valley, California",0.0,0
11723,Masseto (1.5 Liter Magnum) 2016,"1,999",Merlot,"Tuscany, Italy",0.0,0
11724,Arnot-Roberts Watson Ranch Chardonnay 2016,46,Chardonnay,"Napa Valley, California",4.6,7
11725,Speri Sant'Urbano Amarone della Valpolicella Classico (375ML Half-bottle) 2013,49,Other Red Blends,"Valpolicella, Veneto, Italy",0.0,0
11726,Castiglion del Bosco Brunello di Montalcino 2012,56,Sangiovese,"Montalcino, Tuscany, Italy",4.3,64
11727,Domaine Curry Napa Sauvignon Blanc 2019,43,Sauvignon Blanc,"Napa Valley, California",4.5,5
11728,Ridge Geyserville (375ML half-bottle) 2004,21,Other Red Blends,"Sonoma County, California",0.0,0
11729,Bethel Heights Aeolian Pinot Noir 2017,47,Pinot Noir,"Eola-Amity Hills, Willamette Valley, Oregon",0.0,0
11730,Brash Higgins Shiraz 2017,37,Syrah/Shiraz,"McLaren Vale, South Australia, Australia",0.0,0
11731,Musso Rio Sordo Barbaresco 2016,43,Nebbiolo,"Barbaresco, Piedmont, Italy",4.5,8
11732,Cecchi Chianti Classico Riserva di Famiglia 2013,41,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",3.9,76
11733,Michele Chiarlo Reyna Barbaresco 2015,50,Nebbiolo,"Barbaresco, Piedmont, Italy",4.7,22
11734,Paula Kornell Blanc de Noir 2017,52,Vintage Sparkling Wine,"Napa Valley, California",4.5,5
11735,Paul Hobbs Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2016,549,Cabernet Sauvignon,"Oakville, Napa Valley, California",0.0,0
11736,K Vintners Rockgarden Syrah 2016,57,Syrah/Shiraz,"Walla Walla Valley, Columbia Valley, Washington",4.1,9
11737,Kracher Beerenauslese Zweigelt (375ML half-bottle) 2017,45,Other Dessert,"Neusiedlersee, Austria",0.0,0
11738,Virna Sarmassa Barolo 2012,69,Nebbiolo,"Barolo, Piedmont, Italy",4.3,8
11739,Eighty Four Albarino 2016,29,Albarino,"Napa Valley, California",0.0,0
11740,Peter Michael Ma Belle Fille Chardonnay 2002,109,Chardonnay,"Knights Valley, Sonoma County, California",0.0,0
11741,Ramey Ritchie Vineyard Chardonnay 2015,69,Chardonnay,"Russian River, Sonoma County, California",0.0,0
11742,Luigi Baudana Barolo Baudana 2016,88,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
11743,Longoria Fe Ciega Vineyard Pinot Noir 2005,48,Pinot Noir,"Central Coast, California",0.0,0
11744,Chateau LaTour-Martillac Blanc 2013,49,Bordeaux White Blends,"Pessac-Leognan, Bordeaux, France",3.8,9
11745,Pol Roger Brut Rose 2006,129,Rosé Sparkling Wine,"Champagne, France",0.0,0
11746,Gaja Camarcanda 2015,169,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",4.5,5
11747,Domaine du Clos de Tart Grand Cru Monopole (3 Liter Bottle) 2015,"2,999",Pinot Noir,"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
11748,Domaine du Vieux Telegraphe Chateauneuf-du-Pape Telegramme 2016,45,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",4.3,37
11749,Donnhoff Felsenberg Riesling Grosses Gewachs (375ML half-bottle) 2019,39,Riesling,"Nahe, Germany",0.0,0
11750,Substance Vineyard Collection Northridge Merlot 2015,39,Merlot,"Wahluke Slope, Columbia Valley, Washington",3.6,8
11751,Mount Eden Vineyards Estate Chardonnay 2013,69,Chardonnay,"Santa Cruz Mountains, California",4.4,7
11752,R. Lopez de Heredia Rioja White Vina Gravonia Crianza 2009,34,Other White Blends,"Rioja, Spain",0.0,0
11753,Gundlach Bundschu Vintage Reserve Cabernet Sauvignon 2015,125,Cabernet Sauvignon,"Sonoma Valley, Sonoma County, California",5.0,11
11754,Hess Collection Cabernet Sauvignon 2002,42,Cabernet Sauvignon,"Napa Valley, California",4.1,7
11755,Hartford Court Jennifer's Chardonnay 2015,69,Chardonnay,"Russian River, Sonoma County, California",0.0,0
11756,Chateau Bel Orme Tronquoy de Lalande 2016,28,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",4.3,12
11757,Domaine Michel Gros Vosne-Romanee Clos des Reas Premier Cru 2015,180,Pinot Noir,"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
11758,Carpineto Vino Nobile di Montepulciano Riserva 2013,35,Sangiovese,"Montepulciano, Tuscany, Italy",3.9,94
11759,Blackbird Vineyards Contrarian Napa Valley Proprietary Red 2016,134,Bordeaux Red Blends,"Napa Valley, California",0.0,0
11760,Krug Vintage Brut with Gift Box 2002,299,Vintage Sparkling Wine,"Champagne, France",0.0,0
11761,Gianni Brunelli Brunello di Montalcino 2011,57,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
11762,Bouchard Pere & Fils Volnay Caillerets Ancienne Cuvee Carnot Premier Cru (1.5 Liter Magnum) 2017,199,Pinot Noir,"Volnay, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
11763,Zuccardi Concreto Malbec 2016,39,Malbec,"Uco Valley, Mendoza, Argentina",0.0,0
11764,Domaine Serene Yamhill Cuvee Pinot Noir 2016,57,Pinot Noir,"Yamhill-Carlton District, Willamette Valley, Oregon",4.6,44
11765,Gaja Gaia and Rey Chardonnay 2016,289,Chardonnay,"Piedmont, Italy",0.0,0
11766,El Pino Club The Cusp Pinot Noir 2018,50,Pinot Noir,"Russian River, Sonoma County, California",0.0,0
11767,Charles Joguet Chinon Les Varennes du Grand Clos 2015,41,Cabernet Franc,"Chinon, Touraine, Loire, France",0.0,0
11768,La Vizcaina La del Vivo Blanco 2018,41,Godello,"Bierzo, Spain",0.0,0
11769,Maquis Lien 2010,30,Other Red Blends,"Colchagua Valley, Rapel Valley, Chile",3.9,6
11770,Sandeman Quinta Do Seixo 2015,52,Port,"Douro, Portugal",0.0,0
11771,Domaine Drouhin Oregon Laurene Pinot Noir (375ML half-bottle) 2016,37,Pinot Noir,"Dundee Hills, Willamette Valley, Oregon",4.4,8
11772,Quilceda Creek Palengat Proprietary Red Blend 2010,159,Bordeaux Red Blends,"Yakima Valley, Columbia Valley, Washington",0.0,0
11773,Patrick Piuze Chablis Les Sechets Premier Cru 2017,69,Chardonnay,"Chablis, Burgundy, France",0.0,0
11774,Amici Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon 2014,199,Cabernet Sauvignon,"Oakville, Napa Valley, California",0.0,0
11775,Obsidian Ridge Cabernet Sauvignon (1.5 Liter Magnum) 2016,72,Cabernet Sauvignon,"Red Hills, Lake County, North Coast, California",0.0,0
11776,Louis Latour Batard-Montrachet Grand Cru 2015,400,Chardonnay,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
11777,Signorello Hope's Cuvee Chardonnay 2013,95,Chardonnay,"Napa Valley, California",0.0,0
11778,Chateau Fonplegade 2014,49,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
11779,Alto Moncayo Moncayo 2005,44,Grenache,Spain,0.0,0
11780,Paul Hobbs Cuvee Agustina Katherine Lindsay Estate Pinot Noir 2015,109,Pinot Noir,"Russian River, Sonoma County, California",0.0,0
11781,Ritual Casablanca Valley Pinot Noir 2013,21,Pinot Noir,Chile,3.7,25
11782,Digby Fine English Brut,57,Non-Vintage Sparkling Wine,England,4.0,7
11783,Mount Eden Vineyards Estate Chardonnay 2014,69,Chardonnay,"Santa Cruz Mountains, California",4.4,9
11784,Melville Sta. Rita Hills Estate Pinot Noir 2017,36,Pinot Noir,"Sta. Rita Hills, Santa Barbara, Central Coast, California",3.5,24
11785,Cakebread Benchland Select Cabernet Sauvignon 2016,159,Cabernet Sauvignon,"Napa Valley, California",4.9,62
11786,Prats & Symington Chryseia Douro 2012,79,Other Red Blends,Portugal,0.0,0
11787,Snowden Brothers Vineyard Cabernet Sauvignon 2014,89,Cabernet Sauvignon,"Napa Valley, California",4.2,7
11788,Zuccardi Poligonos del Valle de Uco Paraje Altamira Malbec 2018,28,Malbec,"Uco Valley, Mendoza, Argentina",0.0,0
11789,Chateau Grand-Pontet 2004,46,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
11790,Musso Rio Sordo Barbaresco 2017,43,Nebbiolo,"Barbaresco, Piedmont, Italy",0.0,0
11791,Holm Oak Tasmania Pinot Noir 2017,29,Pinot Noir,"Tasmania, Australia",4.0,57
11792,Mas Jullien Coteaux du Languedoc Terrasses du Larzac 2008,43,Rhone Red Blends,"Languedoc, South of France, France",0.0,0
11793,Domane Wachau Smaragd Achleiten Gruner Veltliner 2012,50,Gruner Veltliner,"Wachau, Austria",0.0,0
11794,Donnafugata Ben Rye (375ML half-bottle) 2017,43,Other Dessert,"Sicily, Italy",4.9,24
11795,Calera Selleck Vineyard Pinot Noir 2010,99,Pinot Noir,"Central Coast, California",0.0,0
11796,Fattoria Le Pupille Poggio Valente 2015,50,Sangiovese,"Tuscany, Italy",0.0,0
11797,Levet Les Journaries Cote Rotie 2010,75,Syrah/Shiraz,"Cote Rotie, Rhone, France",0.0,0
11798,Eroica Single Berry Select 2001,199,Riesling,"Columbia Valley, Washington",0.0,0
11799,Brittan Basalt Block Pinot Noir 2014,49,Pinot Noir,"McMinnville, Willamette Valley, Oregon",4.1,5
11800,Brittan Basalt Block Pinot Noir 2016,43,Pinot Noir,"McMinnville, Willamette Valley, Oregon",3.8,7
11801,Mt. Brave Malbec 2015,79,Malbec,"Napa Valley, California",0.0,0
11802,Terrazas de los Andes Grand Malbec 2017,52,Malbec,"Mendoza, Argentina",5.0,5
11803,Ornellaia (1.5 Liter Magnum) 2013,549,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",0.0,0
11804,Casa Marin Cipreses Vineyard Sauvignon Blanc 2015,26,Sauvignon Blanc,"San Antonio Valley (Chile), Chile",0.0,0
11805,Eighty Four Albarino 2017,27,Albarino,"Carneros, California",3.7,23
11806,Arietta Quartet 2016,69,Bordeaux Red Blends,"Napa Valley, California",3.9,17
11807,Quinta do Noval Vintage Port 2007,109,Port,Portugal,0.0,0
11808,Odfjell Aliara 2013,45,Other Red Blends,Chile,4.2,7
11809,Montesecondo Chianti Classico 2017,31,Tuscan Blends,"Chianti Classico, Chianti, Tuscany, Italy",0.0,0
11810,Domaine de la Cote La Cote Pinot Noir 2016,99,Pinot Noir,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
11811,Latta Malbec Northridge Vineyard 2012,50,Malbec,"Wahluke Slope, Columbia Valley, Washington",0.0,0
11812,Domaine St. Damien Gigondas La Louisiane 2007,39,Rhone Red Blends,"Gigondas, Rhone, France",0.0,0
11813,d'Arenberg The Coppermine Road Cabernet Sauvignon 2015,64,Cabernet Sauvignon,"McLaren Vale, South Australia, Australia",0.0,0
11814,Louis Jadot Puligny-Montrachet Les Folatieres Premier Cru 2017,119,Chardonnay,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",5.0,11
11815,Hundred Suns Sequitur Vineyard Pinot Noir 2018,49,Pinot Noir,"Willamette Valley, Oregon",0.0,0
11816,Felsina Chianti Classico Riserva Rancia 2012,56,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",3.9,9
11817,Matias Riccitelli Wines Old Vines Semillon 2018,50,Semillon,"Mendoza, Argentina",0.0,0
11818,Il Marroneto Brunello Madonne delle Grazie 2011,199,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
11819,Dominus Napanook Vineyard (375ML half-bottle) 2016,45,Bordeaux Red Blends,"Yountville, Napa Valley, California",0.0,0
11820,Spottswoode Cabernet Sauvignon (375ML half-bottle) 2014,98,Cabernet Sauvignon,"St. Helena, Napa Valley, California",4.8,5
11821,Betz Family Winery Clos de Betz 2014,64,Bordeaux Red Blends,"Columbia Valley, Washington",0.0,0
11822,Salvatore Molettieri Taurasi Vigna Cinque Querce 2012,48,Aglianico,"Campania, Italy",0.0,0
11823,Chateau Haut-Bailly La Parde de Haut-Bailly 2015,45,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",0.0,0
11824,Argyle Nuthouse Chardonnay 2015,36,Chardonnay,"Eola-Amity Hills, Willamette Valley, Oregon",0.0,0
11825,K Vintners Milbrandt Syrah 2014,32,Syrah/Shiraz,"Walla Walla Valley, Columbia Valley, Washington",3.9,5
11826,Parusso Barolo 2015,43,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
11827,Felton Road Calvert Pinot Noir 2014,80,Pinot Noir,"Central Otago, New Zealand",4.4,5
11828,Weingut Schneider Niederhauser Hermannshohle Riesling Spatlese 2019,32,Riesling,"Nahe, Germany",0.0,0
11829,Pirouette 2016,69,Bordeaux Red Blends,"Columbia Valley, Washington",0.0,0
11830,Domaine Tempier La Migoua Bandol Rouge 2004,36,Mourvedre,"Provence, South of France, France",0.0,0
11831,Domaines Schlumberger Grand Cru Saering Riesling 2010,31,Riesling,"Alsace, France",0.0,0
11832,Gillmore Gillmore Vigno Carignan 2014,36,Carignan,"Maule Valley, Chile",3.4,5
11833,Buccella Cabernet Sauvignon 2003,149,Cabernet Sauvignon,"Napa Valley, California",0.0,0
11834,Stonestreet Upper Barn Vineyard Chardonnay 2008,60,Chardonnay,"Sonoma County, California",0.0,0
11835,Mas de Boislauzon Chateauneuf-du-Pape Cuvee du Quet 2016,135,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
11836,Georges Vernay Condrieu Terrasses de l'Empire 2017,99,Viognier,"Condrieu, Rhone, France",0.0,0
11837,Chateau Doisy Vedrines Sauternes 2014,39,Other Dessert,"Sauternes, Bordeaux, France",3.7,11
11838,Alain Jaume Chateau Mazane Vacqueyras 2016,37,Rhone Red Blends,"Vacqueyras, Rhone, France",0.0,0
11839,Cayuse Flying Pig 2011,155,Bordeaux Red Blends,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
11840,Big Basin Lester Family Vineyard Pinot Noir 2015,60,Pinot Noir,"Santa Cruz Mountains, California",0.0,0
11841,Chateau Meyney 2015,45,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",0.0,0
11842,Domaine Eden Pinot Noir 2015,40,Pinot Noir,"Santa Cruz Mountains, California",4.4,10
11843,Domaine Belle Crozes-Hermitage Roche Pierre 2015,49,Syrah/Shiraz,"Crozes-Hermitage, Rhone, France",0.0,0
11844,Failla Keefer Ranch Chardonnay 2016,47,Chardonnay,"Russian River, Sonoma County, California",0.0,0
11845,Corliss Red 2010,75,Bordeaux Red Blends,"Columbia Valley, Washington",0.0,0
11846,Tablas Creek Esprit de Tablas Blanc (375ML half-bottle) 2017,24,Rhone White Blends,"Central Coast, California",4.5,6
11847,Rotem & Mounir Saouma Chateauneuf-du-Pape Arioso 2013,209,Grenache,"Chateauneuf-du-Pape, Rhone, France",0.0,0
11848,Cabreo La Pietra Chardonnay 2016,38,Chardonnay,"Tuscany, Italy",4.7,13
11849,Thistledown She's Electric Grenache 2017,35,Grenache,"McLaren Vale, South Australia, Australia",0.0,0
11850,Avennia Sestina 2014,69,Bordeaux Red Blends,"Columbia Valley, Washington",0.0,0
11851,William Fevre Chablis Vaulorent Premier Cru 2017,99,Chardonnay,"Chablis, Burgundy, France",0.0,0
11852,Altesino Montosoli Brunello di Montalcino (1.5 Liter Magnum) 2007,229,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
11853,Bacio Divino Janzen Beckstoffer Missouri Hopper Vineyard 2013,129,Cabernet Sauvignon,"Napa Valley, California",0.0,0
11854,R. Lopez de Heredia Rioja White Vina Gravonia Crianza 2010,31,Other White Blends,"Rioja, Spain",0.0,0
11855,Spottswoode Sauvignon Blanc (375ML half-bottle) 2017,22,Sauvignon Blanc,"North Coast, California",0.0,0
11856,Pietradolce Archineri Etna Rosso 2014,37,Other Red Blends,"Sicily, Italy",0.0,0
11857,Patz & Hall Dutton Ranch Chardonnay 2016,44,Chardonnay,"Russian River, Sonoma County, California",4.3,83
11858,Continuum (375ML half-bottle) 2008,89,Bordeaux Red Blends,"Napa Valley, California",0.0,0
11859,Promise Cabernet Sauvignon 2007,229,Cabernet Sauvignon,"Rutherford, Napa Valley, California",0.0,0
11860,Felsina Berardenga Chianti Classico Riserva 2016,32,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",4.0,26
11861,PlumpJack Reserve Cabernet Sauvignon (damaged back label) 2003,199,Cabernet Sauvignon,"Oakville, Napa Valley, California",0.0,0
11862,Brovia Barolo 2013,55,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
11863,Forjas del Salnes Leirana Albarino 2018,31,Albarino,"Rias Baixas, Spain",4.5,50
11864,Sixto Moxee Vineyard Chardonnay 2016,55,Chardonnay,"Columbia Valley, Washington",0.0,0
11865,Bibi Graetz Testamatta 2011,150,Sangiovese,"Tuscany, Italy",4.5,14
11866,Chateau Carbonnieux 2015,47,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",4.0,5
11867,Rotie Cellars Northern Red Blend 2015,47,Rhone Red Blends,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
11868,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon 2015,125,Cabernet Sauvignon,"Rutherford, Napa Valley, California",0.0,0
11869,Domaine du Vieux Telegraphe Chateauneuf-du-Pape Blanc La Crau 2017,85,Rhone White Blends,"Chateauneuf-du-Pape, Rhone, France",4.3,6
11870,Feather Cabernet Sauvignon 2015,65,Cabernet Sauvignon,"Columbia Valley, Washington",3.9,9
11871,Louis Jadot Chambertin Clos de Beze Grand Cru 2013,468,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
11872,Dal Forno Romano Valpolicella Superiore 2005,139,Other Red Blends,"Valpolicella, Veneto, Italy",0.0,0
11873,Cristom Jessie Vineyard Pinot Noir 2015,64,Pinot Noir,"Eola-Amity Hills, Willamette Valley, Oregon",0.0,0
11874,Domaine Belle Crozes-Hermitage Les Terres Blanches Blanc 2017,34,Rhone White Blends,"Crozes-Hermitage, Rhone, France",3.9,5
11875,Linne Calodo Sticks and Stones 2005,54,Rhone Red Blends,"Paso Robles, Central Coast, California",0.0,0
11876,Domaine Huet Vouvray Clos du Bourg Demi-Sec 2016,46,Chenin Blanc,"Vouvray, Touraine, Loire, France",0.0,0
11877,Remelluri Lindes de Remelluri Labastida 2014,29,Other Red Blends,"Rioja, Spain",3.4,5
11878,Sandrone Barolo Le Vigne 2007,129,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
11879,Travaglini Gattinara Riserva 2009,59,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
11880,Lucia Vineyards Santa Lucia Highlands Pinot Noir 2017,48,Pinot Noir,"Santa Lucia Highlands, Monterey, Central Coast, California",0.0,0
11881,Adriano Marco e Vittorio Sanadaive Barbaresco 2017,31,Nebbiolo,"Barbaresco, Piedmont, Italy",4.1,26
11882,Albino Rocca Barbaresco 2017,49,Nebbiolo,"Barbaresco, Piedmont, Italy",0.0,0
11883,Cristom Jessie Vineyard Pinot Noir (375ML half-bottle) 2017,34,Pinot Noir,"Eola-Amity Hills, Willamette Valley, Oregon",3.9,9
11884,K Vintners The Deal Sundance Vineyard Syrah 2015,36,Syrah/Shiraz,"Columbia Valley, Washington",3.9,22
11885,Domaine du Vieux Telegraphe Chateauneuf-du-Pape La Crau (375ML half-bottle) 2015,48,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
11886,Dr. Hermann Urziger Wurzgarten Kabinett Riesling 2017,23,Riesling,"Mosel, Germany",4.0,14
11887,Lynmar Winery Russian River Chardonnay 2018,37,Chardonnay,"Russian River, Sonoma County, California",0.0,0
11888,Brick House Les Dijonnais Pinot Noir 2016,55,Pinot Noir,"Ribbon Ridge, Willamette Valley, Oregon",4.4,11
11889,Penfolds St. Henri Shiraz (375ML half-bottle) 2006,40,Syrah/Shiraz,Australia,0.0,0
11890,Domaine Weinbach Cuvee Laurence Gewurztraminer 2017,49,Gewurztraminer,"Alsace, France",4.1,5
11891,Merry Edwards Olivet Lane Pinot Noir 2014,94,Pinot Noir,"Russian River, Sonoma County, California",0.0,0
11892,Flowers Russian River Pinot Noir 2017,55,Pinot Noir,"Russian River, Sonoma County, California",4.4,19
11893,Prunotto Barbaresco 1998,48,Nebbiolo,"Barbaresco, Piedmont, Italy",0.0,0
11894,Tenuta di Trinoro Le Cupole 2018,34,Bordeaux Red Blends,"Tuscany, Italy",0.0,0
11895,Sbragia Gamble Ranch Chardonnay 2007,37,Chardonnay,"Napa Valley, California",0.0,0
11896,Iron Horse Wedding Cuvee 2014,45,Vintage Sparkling Wine,"Russian River, Sonoma County, California",4.1,59
11897,Hourglass Cabernet Sauvignon 2002,179,Cabernet Sauvignon,"Napa Valley, California",0.0,0
11898,Paul Lato Le Souvenir Sierra Madre Chardonnay 2017,79,Chardonnay,"Santa Maria Valley, Central Coast, California",0.0,0
11899,Tenuta San Guido Guidalberto 2016,58,Bordeaux Red Blends,"Tuscany, Italy",4.4,66
11900,Clos Apalta 2002,66,Bordeaux Red Blends,Chile,0.0,0
11901,Antoniolo Osso San Grato Gattinara 2012,75,Nebbiolo,"Piedmont, Italy",0.0,0
11902,Domaine Fourrier Gevrey Chambertin Cherbaudes Premier Cru 2010,229,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
11903,Robert Weil Kiedrich Turmberg Riesling Trocken 2018,49,Riesling,"Rheingau, Germany",0.0,0
11904,La Vizcaina El Rapolao Tinto 2016,39,Other Red Blends,"Bierzo, Spain",0.0,0
11905,Azelia Barolo Bricco Fiasco 2000,79,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
11906,Aalto 2015,48,Tempranillo,"Ribera del Duero, Spain",4.7,19
11907,Mas de Boislauzon Chateauneuf-du-Pape Cuvee du Quet 2009,99,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
11908,Rhys Vineyards Alesia Santa Cruz Mountains Pinot Noir 2016,53,Pinot Noir,"Santa Cruz Mountains, California",0.0,0
11909,Lingua Franca AVNI Chardonnay 2018,36,Chardonnay,"Willamette Valley, Oregon",0.0,0
11910,Selbach Oster Wehlener Sonnenuhr Riesling Auslese 2017,47,Riesling,"Mosel, Germany",0.0,0
11911,Lancaster Cabernet Sauvignon (375ML half-bottle) 2004,36,Cabernet Sauvignon,"Sonoma County, California",0.0,0
11912,Kaiken Ultra Las Rocas Malbec 2012,20,Malbec,"Mendoza, Argentina",3.7,85
11913,St. Supery Dollarhide Estate Cabernet Sauvignon 2014,100,Cabernet Sauvignon,"Napa Valley, California",4.8,8
11914,Schramsberg Brut Rose 2007,41,Rosé Sparkling Wine,"Napa Valley, California",4.8,5
11915,Sixto Roza Hills Chardonnay 2016,41,Chardonnay,"Columbia Valley, Washington",0.0,0
11916,Domaine Louis-Claude Desvignes Morgon Cote du Py Javernieres 2018,35,Gamay,"Beaujolais, Burgundy, France",3.5,8
11917,Dom. Du Grapillon d'Or Gigondas 2017,31,Rhone Red Blends,"Gigondas, Rhone, France",3.7,13
11918,Baracchi Ardito 2016,49,Other Red Blends,"Tuscany, Italy",0.0,0
11919,Seghesio Rockpile Zinfandel 2015,50,Zinfandel,"Rockpile, Sonoma County, California",0.0,0
11920,Louis Martini Monte Rosso Gnarly Vine Zinfandel 2016,79,Zinfandel,"Moon Mountain District, Sonoma Valley, Sonoma County, California",0.0,0
11921,L'Ecole 41 Estate Merlot 2017,42,Merlot,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
11922,Camigliano Brunello di Montalcino (375ML half-bottle) 2013,29,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
11923,Emmanuel Rouget Echezeaux Grand Cru 2017,449,Pinot Noir,"Flagey-Echezeaux, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
11924,Chateau de Beaucastel Hommage Jacques Perrin Chateauneuf-du-Pape 2011,699,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
11925,Le Vieux Donjon Chateauneuf-du-Pape (375ML half-bottle) 2018,31,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
11926,Domaine Weinbach Cuvee Laurence Gewurztraminer 2018,45,Gewurztraminer,"Alsace, France",0.0,0
11927,Anaba Turbine Red 2015,34,Rhone Red Blends,"Sonoma Valley, Sonoma County, California",0.0,0
11928,Bryant Family DB4 2004,285,Bordeaux Red Blends,"Napa Valley, California",0.0,0
11929,Planeta Chardonnay 2012,41,Chardonnay,"Sicily, Italy",0.0,0
11930,Chateau de Saint Cosme Gigondas Hominis Fides 2017,144,Rhone Red Blends,"Gigondas, Rhone, France",0.0,0
11931,Shafer Napa Valley Merlot (375ML half-bottle) 2010,29,Merlot,"Napa Valley, California",0.0,0
11932,Bodegas Muga Seleccion Especial Reserva 2014,46,Tempranillo,"Rioja, Spain",4.3,30
11933,Silverado Cabernet Sauvignon (375ML half-bottle) 2013,27,Cabernet Sauvignon,"Napa Valley, California",3.8,5
11934,Domaine Huet Vouvray Le Mont Sec 2017,50,Chenin Blanc,"Vouvray, Touraine, Loire, France",3.9,7
11935,Morlet Ma Princesse Chardonnay 2015,109,Chardonnay,"Russian River, Sonoma County, California",0.0,0
11936,Chateau Figeac 2009,269,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
11937,Tensley Tensley Vineyard Syrah 2015,42,Syrah/Shiraz,"Santa Barbara, Central Coast, California",3.6,18
11938,Giant Steps Yarra Valley Pinot Noir 2018,36,Pinot Noir,"Yarra Valley, Victoria, Australia",0.0,0
11939,Chateau de Montmirail Cuvee de Beauchamp Gigondas 2016,23,Rhone Red Blends,"Gigondas, Rhone, France",0.0,0
11940,K Vintners River Rock Syrah 2013,48,Syrah/Shiraz,Washington,0.0,0
11941,Chateau Ste. Michelle Reserve Ice Wine Riesling (half-bottle) 2003,33,Other Dessert,"Columbia Valley, Washington",0.0,0
11942,Melville Sta. Rita Hills Estate Pinot Noir 2018,37,Pinot Noir,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
