,product_name,price,varietal,origin,rating,rating_count
1280,Cayuse Armada Syrah 2012,146,Syrah/Shiraz,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
1281,Chateau Chauvin 2018,39,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1282,Chateau Beauregard 2018,67,Bordeaux Red Blends,"Pomerol, Bordeaux, France",0.0,0
1283,Chateau Lusseau 2018,24,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1284,Yalumba The Octavius Old Vine Shiraz 2016,109,Syrah/Shiraz,"Barossa, South Australia, Australia",0.0,0
1285,High Dive Napa Valley Red Blend 2015,99,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1286,Joseph Drouhin Chambolle-Musigny 2018,104,Pinot Noir,"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1287,Anthill Farms Peugh Vineyard Chardonnay 2018,49,Chardonnay,"Russian River, Sonoma County, California",0.0,0
1288,Casaloste Inversus 2015,54,Tuscan Blends,"Tuscany, Italy",0.0,0
1289,Chateau Pedesclaux (Futures Pre-Sale) 2018,43,Bordeaux Red Blends,"Pauillac, Bordeaux, France",0.0,0
1290,Arietta Cabernet Sauvignon 2017,150,Cabernet Sauvignon,"Coombsville, Napa Valley, California",0.0,0
1291,M. Chapoutier Saint-Joseph Blanc Les Granits 2017,109,Marsanne,"Saint-Joseph, Rhone, France",0.0,0
1292,Tognetti Family Winery Aloise Francisco Chardonnay 2014,52,Chardonnay,"Carneros, California",0.0,0
1293,Sandeman Vintage Port 2016,119,Port,"Douro, Portugal",0.0,0
1294,Chateau Fleur Cardinale (Futures Pre-Sale) 2019,38,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1295,Clos Du Val Hirondelle Vineyard Estate Cabernet Sauvignon 2015,109,Cabernet Sauvignon,"Stags Leap District, Napa Valley, California",0.0,0
1296,Tablas Creek Esprit de Tablas Blanc 2018,47,Rhone White Blends,"Adelaida District, Paso Robles, Central Coast, California",0.0,0
1297,Chateau Pape Clement 2018,105,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",0.0,0
1298,Catena Zapata Adrianna White Stones Chardonnay 2018,120,Chardonnay,"Mendoza, Argentina",0.0,0
1299,La Poderina Brunello di Montalcino Poggio Abate Riserva 2013,95,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
1300,Jordan Cabernet Sauvignon 2015,67,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California",4.4,206
1301,Anderson's Conn Valley Vineyards Cabernet Sauvignon Estate Reserve 2016,119,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1302,Tenuta delle Terre Nere Etna Rosso Calderara Sottana 2016,59,Other Red Blends,"Sicily, Italy",0.0,0
1303,Larkmead Cabernet Sauvignon 2013,149,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1304,Chateau Lagrange (Futures Pre-Sale) 2019,44,Bordeaux Red Blends,"St-Julien, Bordeaux, France",0.0,0
1305,La Rasina Brunello di Montalcino (1.5 Liter Magnum) 2013,99,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
1306,d'Arenberg The Dead Arm Shiraz (stained labels) 1998,95,Syrah/Shiraz,"McLaren Vale, South Australia, Australia",0.0,0
1307,Chateau Sansonnet (Futures Pre-Sale) 2019,33,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1308,Chateau La Cabanne 2015,60,Bordeaux Red Blends,"Pomerol, Bordeaux, France",4.3,19
1309,Il Borro Polissena Toscana 2016,41,Sangiovese,"Tuscany, Italy",0.0,0
1310,Chateau La Vieille Cure (Futures Pre-Sale) 2019,22,Bordeaux Red Blends,"Fronsac, Bordeaux, France",0.0,0
1311,Laurel Glen Sonoma Mountain Estate Cabernet Sauvignon 2015,89,Cabernet Sauvignon,"Sonoma Mountain, Sonoma Valley, Sonoma County, California",0.0,0
1312,Bodega Garzon Uruguay Balasto 2017,120,Other Red Blends,Uruguay,4.9,7
1313,Evening Land Seven Springs Vineyard Anden Pinot Noir 2017,94,Pinot Noir,"Eola-Amity Hills, Willamette Valley, Oregon",0.0,0
1314,Numanthia Termanthia Toro 2013,250,Tempranillo,"Toro, Spain",0.0,0
1315,Lancaster Estate Winemaker's Cuvee 2016,115,Bordeaux Red Blends,"Alexander Valley, Sonoma County, California",3.7,13
1316,Chateau Langoa Barton (Futures Pre-Sale) 2018,49,Bordeaux Red Blends,"St-Julien, Bordeaux, France",0.0,0
1317,Chateau Pichon Longueville Comtesse de Lalande Reserve de la Comtesse (Futures Pre-Sale) 2019,40,Bordeaux Red Blends,"Pauillac, Bordeaux, France",0.0,0
1318,Billecart-Salmon Brut Sous Bois,89,Non-Vintage Sparkling Wine,"Champagne, France",4.2,8
1319,Terrabianca Campaccio Riserva 2013,79,Tuscan Blends,"Tuscany, Italy",0.0,0
1320,Bodegas Pujanza Norte 2016,95,Tempranillo,"Rioja, Spain",0.0,0
1321,Williams Selyem Sonoma Coast Pinot Noir 2014,99,Pinot Noir,"Sonoma Coast, Sonoma County, California",4.6,6
1322,Arnot-Roberts Montecillo Vineyard Cabernet Sauvignon 2017,94,Cabernet Sauvignon,"Sonoma Valley, Sonoma County, California",0.0,0
1323,Chateau de Pez (Futures Pre-Sale) 2019,39,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",0.0,0
1324,Paul Lato Cinematique Larner Vineyard Syrah 2017,84,Syrah/Shiraz,"Ballard Canyon, Santa Barbara, Central Coast, California",0.0,0
1325,Tenuta Luce 2008,99,Tuscan Blends,"Tuscany, Italy",0.0,0
1326,Churchill's Vintage Port 2017,109,Port,"Douro, Portugal",0.0,0
1327,Chateau Brown 2016,36,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",3.7,12
1328,Chateau Kirwan (Futures Pre-Sale) 2019,39,Bordeaux Red Blends,"Margaux, Bordeaux, France",0.0,0
1329,Chateau Monbousquet (Futures Pre-Sale) 2019,43,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1330,Nicolas-Jay Momtazi Vineyard Pinot Noir 2017,85,Pinot Noir,"McMinnville, Willamette Valley, Oregon",0.0,0
1331,Addendum Napa Valley Cabernet Sauvignon 2016,90,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1332,Marchand-Tawse Charmes-Chambertin Grand Cru 2011,200,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1333,Robert Mondavi Reserve Chardonnay 2017,57,Chardonnay,"Carneros, California",0.0,0
1334,Champet Cote Rotie La Vialliere 2018,79,Syrah/Shiraz,"Cote Rotie, Rhone, France",0.0,0
1335,Joseph Phelps Freestone Vineyards Sonoma Coast Pinot Noir 2017,60,Pinot Noir,"Sonoma Coast, Sonoma County, California",4.2,31
1336,Chateau Fombrauge 2018,34,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1337,Felton Road Block 5 Pinot Noir 2019,77,Pinot Noir,"Central Otago, New Zealand",0.0,0
1338,Pyramid Valley Angel Flower Pinot Noir 2016,78,Pinot Noir,"Canterbury, New Zealand",0.0,0
1339,Pyramid Valley Earth Smoke Pinot Noir 2016,78,Pinot Noir,"Canterbury, New Zealand",0.0,0
1340,Pyramid Valley Field of Fire Chardonnay 2016,78,Chardonnay,"Canterbury, New Zealand",0.0,0
1341,Anthill Farms Peters Vineyard Syrah 2018,35,Syrah/Shiraz,"Sonoma Coast, Sonoma County, California",0.0,0
1342,Domaine Saint Prefert Chateauneuf-du-Pape Blanc 2018,70,Rhone White Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
1343,Force Majeure Parvata 2015,79,Other Red Blends,"Red Mountain, Yakima Valley, Columbia Valley, Washington",0.0,0
1344,Chateau Barde Haut (Futures Pre-Sale) 2018,37,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1345,Dragonette Cellars Duvarita Vineyard Chardonnay 2017,59,Chardonnay,"Santa Barbara, Central Coast, California",0.0,0
1346,Substance Vineyard Collection Klein Bx Blend 2017,69,Bordeaux Red Blends,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
1347,Nicolas-Jay Own-Rooted Pinot Noir 2017,74,Pinot Noir,"Willamette Valley, Oregon",0.0,0
1348,Chateau Nenin 2018,79,Bordeaux Red Blends,"Pomerol, Bordeaux, France",0.0,0
1349,Chateau Fonroque 2016,48,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",3.4,29
1350,Domaine Della Sonoma Coast Chardonnay 2018,71,Chardonnay,"Sonoma Coast, Sonoma County, California",0.0,0
1351,Molino Real Malaga Molino Real (500 ML) 2015,71,Muscat,Spain,0.0,0
1352,Chateau La Patache 2018,31,Bordeaux Red Blends,"Pomerol, Bordeaux, France",0.0,0
1353,Calera Mt. Harlan Ryan Vineyard Pinot Noir 2016,64,Pinot Noir,"Mt. Harlan, Central Coast, California",0.0,0
1354,Dragonette Cellars Rita's Crown Vineyard Chardonnay 2017,64,Chardonnay,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
1355,Chateau du Tertre 2018,54,Bordeaux Red Blends,"Margaux, Bordeaux, France",0.0,0
1356,Chateau La Lagune (Futures Pre-Sale) 2019,35,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",0.0,0
1357,Chateau Nenin 2015,74,Bordeaux Red Blends,"Pomerol, Bordeaux, France",0.0,0
1358,Livio Sassetti Brunello di Montalcino Pertimali 2014,67,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
1359,Pride Mountain Vineyards Reserve Claret 2011,179,Bordeaux Red Blends,"North Coast, California",0.0,0
1360,Chateau Canon (Futures Pre-Sale) 2019,99,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1361,Failla Haynes Vineyard Chardonnay 2018,59,Chardonnay,"Coombsville, Napa Valley, California",0.0,0
1362,Bodegas Raul Perez Ultreia La Claudina Godello 2018,64,Godello,"Bierzo, Spain",0.0,0
1363,Bodega Garzon Uruguay Single Vineyard Albarino 2018,35,Albarino,Uruguay,4.1,30
1364,Roger Sabon Chateauneuf-du-Pape Prestige 2018,63,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
1365,Chateau Fleur Cardinale (Futures Pre-Sale) 2018,40,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1366,Achaval-Ferrer Finca Altamira Malbec 2014,119,Malbec,"Mendoza, Argentina",4.9,6
1367,Wirra Wirra RSW Shiraz 2014,70,Syrah/Shiraz,"McLaren Vale, South Australia, Australia",3.6,5
1368,Sanford Sanford and Benedict Vineyard Chardonnay 2016,59,Chardonnay,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
1369,Pax Griffin's Lair Syrah 2016,58,Syrah/Shiraz,"Sonoma Coast, Sonoma County, California",0.0,0
1370,Hickinbotham The Peake Cabernet-Shiraz 2016,149,Other Red Blends,"McLaren Vale, South Australia, Australia",0.0,0
1371,Morgan Double L Vineyard Syrah 2017,44,Syrah/Shiraz,"Santa Lucia Highlands, Monterey, Central Coast, California",0.0,0
1372,Dr. Loosen Urziger Wurzgarten Auslese 2019,57,Riesling,"Mosel, Germany",0.0,0
1373,Antinori Badia a Passignano Chianti Classico Gran Selezione 2017,57,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",0.0,0
1374,Chateau d'Armailhac (Futures Pre-Sale) 2018,55,Bordeaux Red Blends,"Pauillac, Bordeaux, France",0.0,0
1375,Donelan Cuvee Moriah 2013,56,Rhone Red Blends,"Bennett Valley, Sonoma Valley, Sonoma County, California",0.0,0
1376,Pio Cesare Piodilei Chardonnay 2016,47,Chardonnay,"Piedmont, Italy",0.0,0
1377,Chateau Lynch-Bages Echo de 2018,49,Bordeaux Red Blends,"Pauillac, Bordeaux, France",0.0,0
1378,Maximin Grunhauser Abtsberg Riesling Auslese (375ML half-bottle) 2019,44,Riesling,"Mosel, Germany",0.0,0
1379,Rodney Strong Rockaway Single Vineyard Cabernet Sauvignon 2015,79,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California",0.0,0
1380,Dr. Loosen Urziger Wurzgarten Alte Reben Grosses Gewachs 2018,49,Riesling,"Mosel, Germany",0.0,0
1381,Patrick Piuze Chablis Vaulorent Premier Cru 2018,79,Chardonnay,"Chablis, Burgundy, France",0.0,0
1382,Mullineux Family Wines Straw Wine (375ML half-bottle) 2018,44,Other Dessert,South Africa,0.0,0
1383,De Toren Fusion V 2016,60,Bordeaux Red Blends,"Stellenbosch, South Africa",4.8,13
1384,Clos de l'Oratoire 2016,49,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",3.9,6
1385,Greywacke Pinot Noir 2017,39,Pinot Noir,"Marlborough, New Zealand",0.0,0
1386,Yalumba Tri-Centenary Vineyard Grenache 2013,58,Grenache,"Barossa Valley, Barossa, South Australia, Australia",0.0,0
1387,Greywacke Wild Sauvignon 2017,28,Sauvignon Blanc,"Marlborough, New Zealand",3.9,48
1388,Bodegas Muga Seleccion Especial Reserva 2016,45,Tempranillo,"Rioja, Spain",0.0,0
1389,Kumeu River Estate Chardonnay 2019,34,Chardonnay,New Zealand,0.0,0
1390,Muller-Catoir Scheurebe Trocken 2019,34,Other White Wine,"Pfalz, Germany",0.0,0
1391,Chateau Haut-Bailly II 2018,39,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",0.0,0
1392,Segura Viudas Reserva Heredad Cava Brut,30,Non-Vintage Sparkling Wine,"Penedes, Spain",4.1,112
1393,Chateau Dalem 2016,27,Bordeaux Red Blends,"Fronsac, Bordeaux, France",4.0,12
1394,Powell & Son Eden Valley Riesling 2018,29,Riesling,"Eden Valley, Barossa, South Australia, Australia",0.0,0
1395,Georges Vernay Cote-Rotie Maison Rouge 2016,119,Syrah/Shiraz,"Cote Rotie, Rhone, France",0.0,0
1396,Chateau Calon-Segur (bin soiled labels) 2003,139,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",0.0,0
1397,Chateau Ducru-Beaucaillou 2016,"9,999",Bordeaux Red Blends,"St-Julien, Bordeaux, France",4.5,17
1398,Chateau Branaire-Ducru 2009,139,Bordeaux Red Blends,"St-Julien, Bordeaux, France",4.3,29
1399,Dominus Estate 1997,439,Bordeaux Red Blends,"Yountville, Napa Valley, California",0.0,0
1400,Dominus Estate (stained label) 2001,329,Bordeaux Red Blends,"Yountville, Napa Valley, California",0.0,0
1401,Chateau Cos d'Estournel 2005,299,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",4.4,16
1402,Schrader RBS To Kalon Vineyard Cabernet Sauvignon 2012,379,Cabernet Sauvignon,"Oakville, Napa Valley, California",3.8,5
1403,Colgin IX Estate Red 2005,409,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1404,Dominus Estate (stained label) 1994,479,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1405,Chateau Canon 2016,199,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",3.9,5
1406,Joseph Phelps Insignia (stained lablel) 1995,279,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1407,Chateau d'Yquem Sauternes (375ML half-bottle) 2005,379,Other Dessert,"Sauternes, Bordeaux, France",4.9,7
1408,Chateau Latour (stained label) 1996,"1,289",Bordeaux Red Blends,"Pauillac, Bordeaux, France",0.0,0
1409,Hundred Acre Ark Vineyard Cabernet Sauvignon 2009,489,Cabernet Sauvignon,"Howell Mountain, Napa Valley, California",3.7,6
1410,Chateau Ducru-Beaucaillou 2008,339,Bordeaux Red Blends,"St-Julien, Bordeaux, France",0.0,0
1411,Sine Qua Non Syrah Stock 2012,367,Syrah/Shiraz,"Central Coast, California",0.0,0
1412,Hundred Acre Ark Vineyard Cabernet Sauvignon 2010,439,Cabernet Sauvignon,"Howell Mountain, Napa Valley, California",0.0,0
1413,Levy & McClellan Proprietary Red 2005,589,Other Red Blends,"Napa Valley, California",0.0,0
1414,Fontodi Flaccianello della Pieve 2006,189,Sangiovese,"Tuscany, Italy",4.7,6
1415,Colgin IX Estate Red 2008,429,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1416,Chateau Duhart-Milon 2010,190,Bordeaux Red Blends,"Pauillac, Bordeaux, France",4.2,62
1417,Chateau Grand-Puy-Lacoste 2015,114,Bordeaux Red Blends,"Pauillac, Bordeaux, France",4.3,6
1418,Chateau Clinet 2016,144,Bordeaux Red Blends,"Pomerol, Bordeaux, France",4.4,16
1419,Chateau Montelena Estate Cabernet Sauvignon 2006,165,Cabernet Sauvignon,"Calistoga, Napa Valley, California",4.2,15
1420,Chateau Leoville Las Cases 1996,557,Bordeaux Red Blends,"St-Julien, Bordeaux, France",0.0,0
1421,Chateau Margaux 2010,"1,249",Bordeaux Red Blends,"Margaux, Bordeaux, France",4.5,17
1422,Verite La Joie (torn label) 1999,249,Bordeaux Red Blends,"Sonoma County, California",0.0,0
1423,Colgin IX Estate Syrah 2005,299,Syrah/Shiraz,"Napa Valley, California",0.0,0
1424,Hundred Acre Kayli Morgan Cabernet Sauvignon 2007,669,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1425,Bond Vecina (slightly torn label) 2002,499,Bordeaux Red Blends,"Oakville, Napa Valley, California",0.0,0
1426,Hundred Acre Ark Vineyard Cabernet Sauvignon 2008,419,Cabernet Sauvignon,"Howell Mountain, Napa Valley, California",0.0,0
1427,Chateau Leoville Las Cases 2016,349,Bordeaux Red Blends,"St-Julien, Bordeaux, France",4.0,15
1428,Chateau Lynch-Bages 2015,189,Bordeaux Red Blends,"Pauillac, Bordeaux, France",4.1,5
1429,Ridge Monte Bello 1997,369,Bordeaux Red Blends,"Santa Cruz Mountains, California",0.0,0
1430,Scarecrow Cabernet Sauvignon (bin soiled label) 2005,799,Cabernet Sauvignon,"Rutherford, Napa Valley, California",0.0,0
1431,Chateau Pichon-Longueville Baron 2015,199,Bordeaux Red Blends,"Pauillac, Bordeaux, France",4.7,13
1432,Chateau Margaux 2014,599,Bordeaux Red Blends,"Margaux, Bordeaux, France",4.3,5
1433,Chateau Palmer 1999,529,Bordeaux Red Blends,"Margaux, Bordeaux, France",0.0,0
1434,Verite La Joie 2001,320,Bordeaux Red Blends,"Sonoma County, California",0.0,0
1435,Chateau Pichon Longueville Comtesse de Lalande 2009,249,Bordeaux Red Blends,"Pauillac, Bordeaux, France",0.0,0
1436,Dominus Estate 2004,229,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1437,Chateau d'Yquem Sauternes (375ML half-bottle) 1990,399,Other Dessert,"Sauternes, Bordeaux, France",4.9,9
1438,Bond Matriarch 2005,279,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1439,Schrader CCS Beckstoffer To Kalon Cabernet Sauvignon 2011,369,Cabernet Sauvignon,"Oakville, Napa Valley, California",0.0,0
1440,Verite La Muse 2001,399,Bordeaux Red Blends,"Sonoma County, California",0.0,0
1441,Chateau Haut-Brion (stained labels) 1998,669,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",0.0,0
1442,Schrader Beckstoffer Georges III Vyd. Cabernet Sauvignon 2015,374,Cabernet Sauvignon,"Rutherford, Napa Valley, California",0.0,0
1443,Harlan Estate (scuffed label) 2003,779,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1444,Domaine de Chevalier 2016,158,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",4.1,11
1445,Sine Qua Non The Naked Truth 2005,779,Grenache,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
1446,Chateau Ducru-Beaucaillou 2014,179,Bordeaux Red Blends,"St-Julien, Bordeaux, France",4.5,12
1447,Clarendon Hills Astralis Syrah 2004,309,Syrah/Shiraz,"McLaren Vale, South Australia, Australia",0.0,0
1448,Clos Fourtet 2016,144,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1449,Hundred Acre Kayli Morgan Cabernet Sauvignon (bin soiled label) 2001,439,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1450,Marcassin Three Sisters Vineyard Chardonnay 2007,329,Chardonnay,"Sonoma County, California",0.0,0
1451,Chateau Montrose 2014,169,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",4.5,27
1452,Marcassin Three Sisters Vineyard Chardonnay 2010,219,Chardonnay,"Sonoma Coast, Sonoma County, California",0.0,0
1453,Chateau Latour 2004,899,Bordeaux Red Blends,"Pauillac, Bordeaux, France",4.6,6
1454,Williams Selyem Westside Road Neighbors Pinot Noir 2012,139,Pinot Noir,"Russian River, Sonoma County, California",0.0,0
1455,Shafer Hillside Select Cabernet Sauvignon 2004,419,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1456,Pride Mountain Vineyards Reserve Claret 2009,199,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1457,Chateau Grand-Puy-Lacoste 2014,84,Bordeaux Red Blends,"Pauillac, Bordeaux, France",4.3,22
1458,Chateau Branaire-Ducru 2015,89,Bordeaux Red Blends,"St-Julien, Bordeaux, France",4.8,6
1459,Colgin Tychson Hill Vineyard Cabernet Sauvignon 2007,419,Cabernet Sauvignon,"St. Helena, Napa Valley, California",0.0,0
1460,Chateau Les Ormes de Pez 2015,44,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",3.8,10
1461,Chateau La Mission Haut-Brion 2015,459,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",3.4,5
1462,Chateau Canon (1.5 Liter Magnum) 2015,629,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1463,Bond Vecina 2003,439,Bordeaux Red Blends,"Oakville, Napa Valley, California",0.0,0
1464,Verite La Joie 1998,249,Bordeaux Red Blends,"Sonoma County, California",0.0,0
1465,Marcassin Three Sisters Vineyard Chardonnay 2004,239,Chardonnay,"Sonoma Coast, Sonoma County, California",0.0,0
1466,Colgin Cariad 2011,500,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1467,Schrader CCS Beckstoffer To Kalon Cabernet Sauvignon 2017,399,Cabernet Sauvignon,"Oakville, Napa Valley, California",0.0,0
1468,Pride Mountain Vineyards Reserve Claret (scuffed labels) 2013,357,Bordeaux Red Blends,"North Coast, California",0.0,0
1469,Clos des Papes Chateauneuf-du-Pape 2009,139,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
1470,Williams Selyem Ferrington Vineyard Pinot Noir 2012,139,Pinot Noir,"Anderson Valley, Mendocino, California",0.0,0
1471,Tenuta Sette Ponti Oreno 2006,109,Bordeaux Red Blends,"Tuscany, Italy",3.4,8
1472,Sine Qua Non The Hated Hunter Syrah (1.5 Liter Magnum) 2017,999,Syrah/Shiraz,California,0.0,0
1473,Scarecrow M. Etain Cabernet Sauvignon 2014,249,Cabernet Sauvignon,"Rutherford, Napa Valley, California",0.0,0
1474,Chateau Haut-Brion (bin soiled label) 1995,639,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",0.0,0
1475,Verite Le Desir (stained label) 2001,219,Bordeaux Red Blends,"Sonoma County, California",0.0,0
1476,Schrader Beckstoffer To Kalon Cabernet Sauvignon 2005,579,Cabernet Sauvignon,"Oakville, Napa Valley, California",0.0,0
1477,Schrader T6 Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2010,369,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1478,Chateau Capbern 2016,29,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",4.2,13
1479,Chateau Leoville Poyferre 2015,119,Bordeaux Red Blends,"St-Julien, Bordeaux, France",4.6,5
1480,Harlan Estate 2012,"1,059",Bordeaux Red Blends,"Oakville, Napa Valley, California",0.0,0
1481,Pahlmeyer Napa Valley Proprietary Red 2005,159,Bordeaux Red Blends,"Napa Valley, California",4.1,6
1482,Chateau Haut-Brion (bin soiled label) 1994,479,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",0.0,0
1483,Cayuse Wallah Wallah Special #4 (1.5 Liter Magnum with OWC) 2012,289,Syrah/Shiraz,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
